Batch,Study,Parent_Pair,Cohort,Dam_ID,Sire_ID,Animal_ID,Access_ID,Sex,Diet,DOB,Date_of_Wean,Diet_Start,Diet_Start_Week,Litter_Number,Litter_Size,Coat_Color,Ear_Punch,Rack,Total_AUC,FastGluc,FastIns,HarvWeight,RetroFat_norm,EpiFat_norm,OmentalFat_norm,ClosedJunc,OpenJunc,REST_EPISODE_COUNT_5,MOVEMENT_EPISODE_COUNT_5,VERTICAL_EPISODE_COUNT_5,SWIM,CLIMB,FLOAT
Pre,Ozzy,13,10O,,,,725722,M,HFD,,,,SIX,,,,,,17100,91,0.882,340,2.355882353,2.488235294,1.267647059,,,,,,53,0,7
Pre,Ozzy,15,10O,,,,725731,M,HFD,,,,SIX,,4,,,,16275,81,0.4545,371,2.698113208,2.099730458,1.385444744,,,,,,48,0,12
Pre,Ozzy,15,10O,,,,725732,M,LFD,,,,SIX,,4,,,,15592.5,86,0.3505,299,1.809364548,1.471571906,1.117056856,,,,,,57,0,3
Pre,Pilot,201,1P,,,,728751,M,HFD,,,,FOUR,,11,,,,,,,411,2.92,2.09,1.19,170.38,125.51,6,7,29,39,19,2
Pre,Pilot,201,1P,,,,728752,M,LFD,,,,FOUR,,11,,,,,,,445,4.47,2.47,2.09,201.11,96.01,6,7,31,49,7,3
Pre,Pilot,201,1P,,,,728753,M,HFD,,,,FOUR,,11,,,,,,,384,3.07,1.54,1.09,299.02,0,17,17,13,48,11,1
Pre,Pilot,201,1P,,,,728754,M,LFD,,,,FOUR,,11,,,,,,,364,1.87,1.4,0.93,141.49,157.68,8,8,25,50,4,6
Pre,Pilot,209,1P,,,,728791,M,HFD,,,,FOUR,,7,,,,,,,464,3.75,2.28,1.72,183.14,116.05,12,13,23,43,4,13
Pre,Pilot,209,1P,,,,728792,M,LFD,,,,FOUR,,7,,,,,,,344,3.49,1.95,1.28,217.41,81.19,15,16,27,42,7,11
Pre,Pilot,45,1P,,,,728811,M,HFD,,,,FOUR,,9,,,,,,,373,3.3,2.04,1.42,165.48,134.31,11,12,23,28,0,32
Pre,Pilot,45,1P,,,,728812,M,LFD,,,,FOUR,,9,,,,,,,271,2.32,1.4,1.22,191.89,107.47,9,10,27,15,2,42
Pre,Pilot,45,1P,,,,728813,M,HFD,,,,FOUR,,9,,,,,,,380,4.45,2.95,1.68,201.92,95.07,18,19,16,10,0,50
Pre,Pilot,45,1P,,,,728814,M,LFD,,,,FOUR,,9,,,,,,,350,1.51,1.23,1.14,112.63,178.84,7,8,30,54,1,5
Pre,Pilot,225,1P,,,,728831,M,HFD,,,,FOUR,,11,,,,,,,408,3.53,0.69,0.91,149.85,147.79,8,9,38,51,1,8
Pre,Pilot,225,1P,,,,728832,M,LFD,,,,FOUR,,11,,,,,,,446,3.21,2.29,2.29,96.16,203.07,4,5,25,39,13,8
Pre,Pilot,230,1P,,,,728841,M,HFD,,,,FOUR,,13,,,,,,,335,2.09,1.64,0.87,158.78,136.49,10,11,23,48,10,2
Pre,Pilot,230,1P,,,,728842,M,LFD,,,,FOUR,,13,,,,,,,320,2,1.19,1.25,251.1,48.06,9,10,29,45,8,7
Pre,Pilot,230,1P,,,,728843,M,HFD,,,,FOUR,,13,,,,,,,427,3.58,2.51,2.22,139.44,152.22,12,13,22,31,22,7
Pre,Pilot,230,1P,,,,728844,M,LFD,,,,FOUR,,13,,,,,,,409,2.52,1.76,1.54,239.45,59.7,9,10,25,49,5,1
Pre,Pilot,231,1P,,,,728851,M,HFD,,,,FOUR,,15,,,,,,,372,2.04,0.78,0.81,215.9,82.42,9,10,29,39,17,4
Pre,Pilot,231,1P,,,,728852,M,LFD,,,,FOUR,,15,,,,,,,337,1.51,0.77,0.59,258.11,41.8,6,7,29,53,6,1
Pre,Pilot,231,1P,,,,728853,M,HFD,,,,FOUR,,15,,,,,,,374,3.98,3.48,1.87,199.67,100.1,9,10,21,18,5,37
Pre,Pilot,231,1P,,,,728854,M,LFD,,,,FOUR,,15,,,,,,,338,1.78,1.27,0.98,195.26,103.27,12,13,26,43,5,12
Pre,Pilot,241,1P,,,,728871,M,HFD,,,,FOUR,,8,,,,,,,442,4.66,2.76,1.99,219.25,77.82,17,18,21,42,2,16
Pre,Pilot,241,1P,,,,728872,M,LFD,,,,FOUR,,8,,,,,,,377,2.55,2.23,1.86,189.81,109.41,13,14,30,33,5,22
Pre,Pilot,241,1P,,,,728873,M,HFD,,,,FOUR,,8,,,,,,,458,4.02,2.97,2.34,229.27,68.02,11,12,27,44,2,14
Pre,Pilot,241,1P,,,,728874,M,LFD,,,,FOUR,,8,,,,,,,423,2.65,1.94,1.65,254.83,41.2,8,9,31,46,2,12
Pre,Pilot,313,1P,,,,728891,M,HFD,,,,FOUR,,11,,,,,,,382,3.3,1.57,0.63,131.46,167.28,9,10,28,52,1,7
Pre,Pilot,313,1P,,,,728892,M,LFD,,,,FOUR,,11,,,,,,,395,1.47,1.11,0.76,116.01,182.49,4,5,34,54,6,0
Pre,Pilot,313,1P,,,,728893,M,HFD,,,,FOUR,,11,,,,,,,464,3.92,1.85,1.72,158.03,140.58,13,14,31,16,0,42
Pre,Pilot,313,1P,,,,728894,M,LFD,,,,FOUR,,11,,,,,,,411,2,1.46,0.97,101,197.5,16,17,23,55,2,3
Pre,Pilot,203,2P,,,,728941,M,HFD,,,,FOUR,,9,,,,,,,405,4.17,2.59,1.68,284.17,14.98,13,14,24,33,2,25
Pre,Pilot,203,2P,,,,728942,M,LFD,,,,FOUR,,9,,,,,,,361,0.69,0.44,0.47,221.17,69.36,16,17,18,33,23,4
Pre,Pilot,203,2P,,,,728943,M,HFD,,,,FOUR,,9,,,,,,,489,3.78,1.53,1.55,281.63,15.33,19,19,20,51,6,3
Pre,Pilot,0240B,2P,,,,728961,M,LFD,,,,FOUR,,12,,,,,,,452,2.54,1.68,1.5,253.25,42.28,8,9,27,46,11,3
Pre,Pilot,0240B,2P,,,,728962,M,HFD,,,,FOUR,,12,,,,,,,525,7.26,2.46,2.72,279.48,18.64,19,20,18,32,6,22
Pre,Pilot,0240B,2P,,,,728963,M,LFD,,,,FOUR,,12,,,,,,,486,4.28,2.45,2.14,212.14,87.62,3,4,33,38,4,18
Pre,Pilot,0240B,2P,,,,728964,M,HFD,,,,FOUR,,12,,,,,,,512,6.93,1.91,2.34,199.63,99.55,11,12,25,42,1,17
Pre,Pilot,226,2P,,,,728971,M,LFD,,,,FOUR,,7,,,,,,,426,2.77,2.14,1.31,150.27,146.71,6,7,27,59,1,0
Pre,Pilot,226,2P,,,,728972,M,HFD,,,,FOUR,,7,,,,,,,478,4.14,2.89,1.95,200.72,97.47,10,11,27,7,5,48
Pre,Pilot,226,2P,,,,728973,M,LFD,,,,FOUR,,7,,,,,,,474,3.78,2.66,1.77,145.06,154.19,8,9,24,46,9,5
Pre,Pilot,226,2P,,,,728974,M,HFD,,,,FOUR,,7,,,,,,,440,4.8,3.34,2.16,136.71,162.7,9,10,27,6,2,50
Pre,Pilot,227,2P,,,,728981,M,LFD,,,,FOUR,,14,,,,,,,360,1.94,1.56,1.08,193.66,105.51,7,8,24,51,7,2
Pre,Pilot,227,2P,,,,728982,M,HFD,,,,FOUR,,14,,,,,,,421,4.11,2.78,1.52,267.28,31.63,14,15,28,37,4,19
Pre,Pilot,227,2P,,,,728983,M,LFD,,,,FOUR,,14,,,,,,,313,1.88,1.47,1.18,193.62,105.85,9,10,26,39,9,12
Pre,Pilot,227,2P,,,,728984,M,HFD,,,,FOUR,,14,,,,,,,361,3.3,1.83,1.36,191.45,98.68,2,3,34,40,5,15
Pre,Pilot,235,2P,,,,729011,M,LFD,,,,FOUR,,11,,,,,,,416,2.24,2.04,1.25,182.43,109.49,5,6,33,50,8,2
Pre,Pilot,235,2P,,,,729012,M,HFD,,,,FOUR,,11,,,,,,,387,2.43,2.33,1.11,106.81,191.13,10,11,31,48,5,7
Pre,Pilot,235,2P,,,,729013,M,LFD,,,,FOUR,,11,,,,,,,426,3.78,2.75,1.88,146.37,153.02,4,5,34,44,9,7
Pre,Pilot,235,2P,,,,729014,M,HFD,,,,FOUR,,11,,,,,,,419,2.55,2.2,1.22,108.43,188.16,7,8,27,51,4,5
Pre,Pilot,315,2P,,,,729021,M,LFD,,,,FOUR,,11,,,,,,,398,2.94,2.41,1.46,157.56,140.12,12,13,33,40,5,15
Pre,Pilot,315,2P,,,,729022,M,HFD,,,,FOUR,,11,,,,,,,432,3.01,2.64,1.83,167.95,129.41,6,6,35,46,1,13
Pre,Pilot,315,2P,,,,729023,M,LFD,,,,FOUR,,11,,,,,,,345,2.67,1.68,1.13,174.8,124.82,7,8,35,27,14,19
Pre,Pilot,315,2P,,,,729024,M,HFD,,,,FOUR,,11,,,,,,,463,5.46,3.07,2.35,236.39,53.49,6,7,25,31,1,28
Pre,Pilot,308,2P,,,,729041,M,LFD,,,,FOUR,,9,,,,,,,359,1.95,1.87,1.23,197.45,88.45,11,12,18,33,3,24
Pre,Pilot,308,2P,,,,729042,M,HFD,,,,FOUR,,9,,,,,,,395,4.15,0.63,1.24,101.62,176.94,17,18,26,49,3,6
Pre,Pilot,317,2P,,,,729053,M,LFD,,,,FOUR,,13,,,,,,,380,2.34,1.97,1.08,173.69,51.68,14,15,31,51,1,8
Pre,Pilot,317,2P,,,,729054,M,HFD,,,,FOUR,,13,,,,,,,401,2.89,2.62,1.27,235.37,60.76,19,20,19,38,0,21
Pre,Pilot,317,2P,,,,729055,M,LFD,,,,FOUR,,13,,,,,,,447,3.11,2.73,0.51,203.26,89.93,5,6,37,37,2,21
Pre,Pilot,324,2P,,,,729081,M,LFD,,,,FOUR,,15,,,,,,,400,1.75,1.6,1,120.06,172.7,5,6,25,35,4,21
Pre,Pilot,324,2P,,,,729082,M,HFD,,,,FOUR,,15,,,,,,,376,1.57,1.3,0.96,165.35,130.05,10,11,32,52,0,8
Pre,Pilot,324,2P,,,,729083,M,LFD,,,,FOUR,,15,,,,,,,387,2.17,2.27,2.09,125.36,172.35,6,7,30,49,3,8
Pre,Pilot,324,2P,,,,729084,M,HFD,,,,FOUR,,15,,,,,,,451,2.88,1.86,0.6,171.34,123.6,12,13,28,44,3,13
Pre,Pilot,332,1P,,,,729103,M,HFD,,,,FOUR,,12,,,,,,,355,1.58,1.24,0.87,246.48,52.27,19,20,21,42,12,6
Pre,Pilot,332,1P,,,,729104,M,LFD,,,,FOUR,,12,,,,,,,388,2.91,1.88,1.49,223.58,75.49,13,14,19,49,3,8
Pre,Pilot,332,1P,,,,729105,M,HFD,,,,FOUR,,12,,,,,,,442,3.24,2.78,1.61,215.03,80.67,6,7,20,11,1,47
Pre,Pilot,332,1P,,,,729106,M,LFD,,,,FOUR,,12,,,,,,,447,2.77,1.63,1.43,270.91,27.82,6,7,31,47,5,8
Thesis,Thesis,338,1T,726192,726211,AWD189,734521,M,HFD,43360,43380,43406,SIX,9,8,BLACK HOOD,LT,C-F1,18607.5,93,,423,4.302600473,3.498817967,1.985815603,90.04,206.95,21,22,13,39,1,20
Thesis,Thesis,338,1T,726192,726211,AWD190,734522,M,HFD,43360,43380,43406,SIX,9,8,BLACK HOOD,RM,C-H1,11212.5,81,0.501,438,2.146118721,1.643835616,0.913242009,189.75,109.56,13,14,36,41,2,17
Thesis,Thesis,338,1T,726192,726211,AWD191,734523,M,LFD,43360,43380,43406,SIX,9,8,BROWN HOOD,LB,C-F2,12982.5,80,,377,2.546419098,2.015915119,1.220159151,152.88,146.38,20,21,16,34,3,23
Thesis,Thesis,343,1T,726212,725383,AWD197,734571,M,HFD,43360,43381,43406,SIX,7,9,BROWN,LT,C-F1,12412.5,88,1.918,424,4.764150943,2.783018868,2.452830189,179.12,119.21,13,14,27,28,0,32
Thesis,Thesis,343,1T,726212,725383,AWD198,734572,M,HFD,43360,43381,43406,SIX,7,9,BROWN ,RM,C-G1,14610,88,,360,2.722222222,1.944444444,1.277777778,185.79,113.19,14,15,21,24,4,32
Thesis,Thesis,343,1T,726212,725383,AWD199,734573,M,LFD,43360,43381,43406,SIX,7,9,BROWN HOOD,LM,C-G2,17040,82,,410,2.975609756,2.048780488,1.414634146,172.06,114.68,14,15,15,30,0,30
Thesis,Thesis,405,1T,728711,729521,AWD205,734581,M,LFD,43360,43381,43406,SIX,3,13,BLACK HOOD,LM,C-G2,13687.5,74,0.521,341,1.583577713,1.114369501,0.938416422,246.91,49.26,11,12,30,41,2,15
Thesis,Thesis,405,1T,728711,729521,AWD206,734582,M,HFD,43360,43381,43406,SIX,3,13,BLACK HOOD,RB,C-H1,16320,78,0.86,383,3.237597911,2.140992167,1.618798956,270.74,27.68,6,7,27,52,1,7
Thesis,Thesis,405,1T,728711,729521,AWD207,734583,M,LFD,43360,43381,43406,SIX,3,13,BLACK HOOD,RC,C-H2,12817.5,72,,346,2.023121387,1.329479769,0.924855491,196.18,103.48,13,14,24,41,0,19
Thesis,Thesis,448,1T,722921,733112,AWD213,734631,M,HFD,43339,43384,43406,SIX,2,12,BROWN HOOD,LT,C-G1,15442.5,83,1.02,398,2.56281407,2.261306533,1.35678392,175.83,122.07,23,24,24,56,0,4
Thesis,Thesis,448,1T,722921,733112,AWD214,734632,M,LFD,43339,43384,43406,SIX,2,12,BROWN HOOD,RM,C-H2,12780,74,0.562,340,1.882352941,1.352941176,1.411764706,156.21,143.51,22,23,18,53,1,6
Thesis,Thesis,448,1T,722921,733112,AWD215,734633,M,LFD,43339,43384,43406,SIX,2,12,BLACK HOOD,LC,C-F2,12637.5,75,0.655,379,2.427440633,1.741424802,1.002638522,236.02,63.56,20,21,20,53,0,7
Thesis,Thesis,408,2T,727772,728081,AWD223,734671,M,HFD,43366,43388,43413,SIX,4,13,BLACK,LT,C-F5,13852.5,76,0.657,337,2.640949555,1.305637982,1.038575668,221.23,45.49,21,21,20,55,1,4
Thesis,Thesis,408,2T,727772,728081,AWD224,734672,M,LFD,43366,43388,43413,SIX,4,13,BLACK,LM,C-G6,13740,72,1.478,366,2.459016393,1.475409836,1.06557377,237.38,62.4,13,14,28,31,5,24
Thesis,Thesis,331,2T,725964,726241,AWD219,734711,M,HFD,43366,43388,43413,SIX,8,7,BLACK HOOD,LTRT,C-F5,15472.5,84,0.455,346,2.341040462,1.416184971,1.040462428,280.38,19.58,21,22,12,30,5,21
Thesis,Thesis,331,2T,725964,726241,AWD220,734712,M,LFD,43366,43388,43413,SIX,8,7,BLACK HOOD,LTRM,C-F6,13057.5,75,1.279,363,3.305785124,1.460055096,1.212121212,184.8,115.16,10,11,24,42,0,18
Thesis,Thesis,330,2T,725955,725391,AWD227,734723,M,HFD,43367,43388,43413,SIX,7,8,BROWN HOOD,LC,C-G5,13822.5,84,,384,2.942708333,2.083333333,1.40625,151.67,140.36,9,10,20,25,1,34
Thesis,Thesis,330,2T,725955,725391,AWD228,734724,M,LFD,43367,43388,43413,SIX,7,8,ALBINO,LT,C-H6,12607.5,72,0.731,303,1.98019802,1.287128713,1.056105611,201.24,97.85,5,6,34,45,3,12
Thesis,Thesis,447,2T,733121,733091,AWD231,734731,M,HFD,43367,43388,43413,SIX,2,15,ALBINO,RT,C-G5,12720,90,,314,1.560509554,1.27388535,0.923566879,225.46,74.2,6,7,25,49,3,8
Thesis,Thesis,447,2T,733121,733091,AWD232,734732,M,LFD,43367,43388,43413,SIX,2,15,BROWN HOOD,RC,C-F6,13560,76,,298,1.040268456,0.939597315,0.604026846,176.78,123.16,9,10,17,45,9,6
Thesis,Thesis,335,2T,726252,726561,AWD236,734761,M,LFD,43368,43389,43413,SIX,8,7,BROWN HOOD,LTRT,C-H6,13035,67,0.92,391,1.508951407,1.381074169,0.716112532,164.49,116.26,13,14,34,57,1,2
Thesis,Thesis,401,2T,728661,727723,AWD239,734781,M,HFD,43368,43389,43413,SIX,4,11,BROWN HOOD,LTRM,C-H5,15262.5,94,1.631,400,2.4,2.225,1.35,239.89,59.55,14,15,28,54,3,3
Thesis,Thesis,401,2T,728661,727723,AWD240,734782,M,LFD,43368,43389,43413,SIX,4,11,BROWN HOOD,LTRB,C-G6,16230,80,1.137,428,1.985981308,1.168224299,0.771028037,167.51,112.63,6,6,25,46,11,3
Thesis,Thesis,465,3T,733113,733065,AWD202,736239,M,HFD,43416,43437,43462,SIX,4,10,BRN HOOD,LB,C-D1,12555,80,0.562,408,4.362745098,2.598039216,1.81372549,296.76,0,11,11,27,50,3,7
Thesis,Thesis,431,3T,727992,729031,AWD196,736257,M,HFD,43416,43437,43462,SIX,5,13,BLACK,LT,C-C1,13957.5,77,0.521,458,4.148471616,3.602620087,2.336244541,241.32,58.49,21,22,15,54,0,6
Thesis,Thesis,431,3T,727992,729031,AWD197,736258,M,LFD,43416,43437,43462,SIX,5,13,BLK HOOD,LT,C-E2,12780,76,1.132,372,2.580645161,2.365591398,1.586021505,203.04,96.18,14,14,25,52,5,3
Thesis,Thesis,421,3T,727952,728061,AWD204,736294,M,HFD,43417,43438,43462,SIX,5,8,ALBINO,RT,C-D1,12000,86,0.455,439,2.232346241,1.958997722,1.047835991,285.13,14.4,4,5,32,32,4,24
Thesis,Thesis,421,3T,727952,728061,AWD205,736295,M,LFD,43417,43438,43462,SIX,5,8,BRN HOOD,RM,C-E2,12187.5,81,1.538,466,2.811158798,2.446351931,1.673819742,189.23,105.87,10,11,32,58,0,2
Thesis,Thesis,416,3T,727942,727901,AWD208,736317,M,HFD,43418,43439,43462,SIX,5,11,BRN HOOD,LT,C-E1,9405,71,0.912,375,2.88,2.48,1.653333333,273.53,22.4,8,9,30,55,2,3
Thesis,Thesis,416,3T,727942,727901,AWD209,736318,M,LFD,43418,43439,43462,SIX,5,11,BRN HOOD,LM,C-C2,9390,73,,371,1.994609164,1.886792453,1.482479784,226.74,70.76,10,11,29,43,0,17
Thesis,Thesis,443,3T,727934,727791,AWD215,736337,M,HFD,43419,43440,43462,SIX,4,11,ALBINO,RB,C-E1,13672.5,71,0.876,383,1.82767624,1.775456919,1.566579634,272.84,21.07,4,5,35,49,0,11
Thesis,Thesis,443,3T,727934,727791,AWD216,736338,M,LFD,43419,43440,43462,SIX,4,11,ALBINO,RC,C-D2,12270,72,1.279,344,0.959302326,0.930232558,0.697674419,189.4,109.5,9,9,26,52,1,7
Thesis,Thesis,424,3T,727972,727951,AWD219,736357,M,LFD,43420,43441,43462,SIX,5,9,BLACK,RT,C-C2,10822.5,72,0.86,383,1.644908616,2.036553525,1.018276762,217.2,80.65,20,21,19,54,3,3
Thesis,Thesis,463,4T,733582,733542,AWD243,736391,M,HFD,43422,43442,43469,SIX,3,11,ALBINO,LT,C-C5,12765,83,0.159,459,3.660130719,2.461873638,1.764705882,208.23,79.28,9,10,23,44,0,16
Thesis,Thesis,463,4T,733582,733542,AWD220,736392,M,LFD,43422,43442,43469,SIX,3,11,BRN HOOD,LC,C-E6,13425,108,,378,2.645502646,1.26984127,1.111111111,157.27,141.64,12,13,19,55,2,3
Thesis,Thesis,402,4T,728072,729351,AWD227,736421,M,HFD,43423,43445,43469,SIX,5,5,BROWN ,LM,C-D5,18877.5,76,1.137,494,4.696356275,3.906882591,3.481781377,204.47,93.45,4,5,31,60,0,0
Thesis,Thesis,402,4T,728072,729351,AWD228,736422,M,LFD,43423,43445,43469,SIX,5,5,BRN HOOD,RT,C-C6,10620,82,0.047,433,2.909930716,3.002309469,2.147806005,211.58,83.02,15,16,23,27,2,31
Thesis,Thesis,454,4T,733541,733521,AWD235,736441,M,HFD,43424,43445,43469,SIX,3,14,BROWN,LB,C-E5,13980,83,0.912,383,3.785900783,2.428198433,1.879895561,243.49,54.03,13,14,39,36,0,24
Thesis,Thesis,454,4T,733541,733521,AWD236,736442,M,LFD,43424,43445,43469,SIX,3,14,BROWN,LC,C-C6,11475,94,1.478,362,2.513812155,1.657458564,1.077348066,201.86,98.1,19,20,23,55,2,3
Thesis,Thesis,419,4T,727872,727763,AWD239,736531,M,HFD,43425,43446,43469,SIX,5,11,BLACK,RM,C-E5,12787.5,83,0.876,362,4.060773481,2.237569061,2.071823204,174.21,108.69,9,10,27,41,0,19
Thesis,Thesis,419,4T,727872,727763,AWD240,736532,M,LFD,43425,43446,43469,SIX,5,11,BROWN,RT,C-D6,10560,74,0.92,287,1.637630662,1.219512195,0.940766551,170.36,129.48,11,12,21,50,7,3
Thesis,Thesis,438,4T,727912,727801,AWD231,736541,M,HFD,43423,43445,43469,SIX,6,11,BLK HOOD,RT,C-D5,13920,76,1.631,390,4.282051282,2.58974359,1.769230769,195.4,101.79,7,8,29,31,2,27
Thesis,Thesis,438,4T,727912,727801,AWD232,736542,M,LFD,43423,43445,43469,SIX,6,11,BLK HOOD,RB,C-E6,11482.5,85,1.538,376,2.393617021,2.287234043,1.489361702,203.11,95.56,3,4,30,54,2,4
Thesis,Thesis,452,3T,733421,733401,AWD212,736943,M,HFD,43418,43439,43462,SIX,4,10,ALBINO,RM,C-C1,14767.5,85,0.501,436,3.463302752,2.844036697,1.582568807,201.68,94.28,28,29,19,29,0,31
Thesis,Thesis,452,3T,733421,733401,AWD213,736944,M,LFD,43418,43439,43462,SIX,4,10,BROWN ,LT,C-D2,10957.5,83,0.657,405,3.308641975,2.345679012,1.75308642,147.89,152.07,8,9,31,37,0,23
Thesis,Thesis,450,4T,733271,733251,AWD223,737071,M,HFD,43421,43442,43469,SIX,4,9,BLK HOOD,RM,C-C5,10867.5,68,0.161,384,5.104166667,2.864583333,2.630208333,129.05,170.82,22,23,22,42,3,15
Thesis,Thesis,450,4T,733271,733251,AWD224,737072,M,LFD,43421,43442,43469,SIX,4,9,BLK HOOD,LM,C-D6,17962.5,85,0.731,416,3.293269231,1.754807692,1.586538462,113.87,185.52,11,12,23,42,2,16
Thesis,Thesis,441,5T,728062,727813,AWD252,738291,M,HFD,43471,43493,43518,SIX,7,11,BROWN,RT,C-F1,20227.5,95,1.6895,490,4.244897959,2.571428571,2.244897959,194.45,104.69,16,17,24,52,1,7
Thesis,Thesis,441,5T,728062,727813,AWD253,738292,M,LFD,43471,43493,43518,SIX,7,11,BLACK,LT,C-G2,16957.5,94,2.083,443,2.799097065,2.618510158,1.489841986,130.98,167.92,8,8,29,53,5,2
Thesis,Thesis,433,5T,728012,727933,AWD249,738331,M,HFD,43471,43493,43518,SIX,6,9,BROWN,LT,C-G1,13830,90,2.3605,468,2.692307692,2.457264957,1.282051282,295.21,2.16,16,17,26,48,2,10
Thesis,Thesis,433,5T,728012,727933,AWD250,738332,M,LFD,43471,43493,43518,SIX,6,9,BRN HOOD,LT,C-F2,17190,96,3.07,476,2.37394958,2.5,1.701680672,234.13,64.25,12,13,31,53,3,4
Thesis,Thesis,555,5T,733801,732091,AWD244,738371,M,HFD,43470,43493,43518,SIX,2,12,ALBINO,LT,C-F1,18217.5,106,1.9565,372,2.822580645,2.043010753,1.693548387,266.95,32.81,14,15,26,11,0,49
Thesis,Thesis,555,5T,733801,732091,AWD245,738372,M,LFD,43470,43493,43518,SIX,2,12,ALBINO,RM,C-H2,11887.5,69,,312,2.628205128,1.506410256,1.217948718,133.97,163.08,18,19,16,34,1,25
Thesis,Thesis,449,5T,733191,733171,AWD256,738491,M,HFD,43474,43495,43518,SIX,5,10,BLACK,RT,C-H1,16680,75,1.09,360,2.833333333,2.305555556,1.416666667,174.16,122.19,9,10,29,41,2,17
Thesis,Thesis,449,5T,733191,733171,AWD257,738492,M,LFD,43474,43495,43518,SIX,5,10,BLK HOOD,RM,C-G2,12637.5,72,1.087,383,2.010443864,2.167101828,1.671018277,268.24,29.04,13,14,20,56,0,4
Thesis,Thesis,461,5T,733092,733472,AWD264,738501,M,HFD,43475,43496,43518,SIX,6,11,ALBINO,LM,C-H1,15337.5,77,0.8735,425,1.835294118,1.576470588,0.776470588,196.41,92.57,3,4,30,50,5,5
Thesis,Thesis,461,5T,733092,733472,AWD265,738502,M,LFD,43475,43496,43518,SIX,6,11,BLACK,RM,C-F2,11992.5,83,0.7465,390,1.871794872,1.717948718,0.897435897,223.36,76.47,6,7,28,56,0,4
Thesis,Thesis,412,6T,727792,727921,AWD268,738541,M,HFD,43477,43500,43525,SIX,8,7,BRN HOOD,LT,C-F5,15450,94,,490,3.102040816,2.775510204,1.571428571,161.73,100.7,23,24,8,56,0,4
Thesis,Thesis,412,6T,727792,727921,AWD269,738542,M,LFD,43477,43500,43525,SIX,8,7,BLACK,LT,C-H6,17985,98,,421,2.256532067,2.304038005,1.733966746,203.18,89.74,26,27,17,57,0,2
Thesis,Thesis,428,5T,728082,727733,AWD260,738571,M,HFD,43475,43496,43518,SIX,6,8,BRN HOOD,RM,C-G1,12397.5,86,,462,3.982683983,3.116883117,1.385281385,196.19,103.77,15,16,22,45,0,15
Thesis,Thesis,428,5T,728082,727733,AWD261,738572,M,LFD,43475,43496,43518,SIX,6,8,BROWN,LB,C-H2,11730,76,0.8565,436,2.431192661,2.224770642,0.986238532,289.61,8.35,17,18,22,57,0,3
Thesis,Thesis,0516B,6T,735461,735561,AWD280,738583,M,HFD,43477,43500,43525,SIX,1,13,BLK HOOD,RM,C-F5,12975,88,,367,2.970027248,2.04359673,1.444141689,198.25,100.53,8,9,22,56,3,1
Thesis,Thesis,0516B,6T,735461,735561,AWD281,738584,M,LFD,43477,43500,43525,SIX,1,13,BRN HOOD,RB,C-G6,10290,77,,383,2.7154047,1.879895561,1.514360313,131.71,140.96,11,12,26,47,0,13
Thesis,Thesis,455,6T,733601,733581,AWD276,738591,M,HFD,43477,43500,43525,SIX,6,13,BLACK,RT,C-H5,10335,83,,380,2.263157895,1.815789474,1.052631579,236.18,63.52,12,13,24,55,2,3
Thesis,Thesis,455,6T,733601,733581,AWD277,738592,M,LFD,43477,43500,43525,SIX,6,13,BROWN,LT,C-F6,12360,68,,391,3.120204604,2.506393862,1.636828645,253.68,43.89,17,17,20,40,9,11
Thesis,Thesis,414,6T,727802,728091,AWD272,738601,M,HFD,43477,43500,43525,SIX,8,6,BRN HOOD,LM,C-G5,15630,79,,444,3.806306306,2.184684685,2.004504505,225.66,60.51,11,11,26,39,0,21
Thesis,Thesis,414,6T,727802,728091,AWD273,738602,M,LFD,43477,43500,43525,SIX,8,6,BRN HOOD,RT,C-F6,10890,94,,390,2.743589744,1.769230769,2,143.12,137.71,7,8,33,56,0,4
Thesis,Thesis,425,6T,729792,728021,AWD284,738681,M,HFD,43480,43501,43525,SIX,8,13,BLACK,RB,C-G5,17880,90,,444,3.873873874,3.400900901,2.477477477,258.41,39.9,20,21,19,19,3,38
Thesis,Thesis,425,6T,729792,728021,AWD285,738682,M,LFD,43480,43501,43525,SIX,8,13,BRN HOOD,RM,C-H6,18015,93,,382,2.486910995,1.727748691,1.596858639,178.8,119.91,22,23,15,48,5,7
Thesis,Thesis,430,6T,728092,727851,AWD288,738691,M,HFD,43480,43501,43525,SIX,7,11,ALBINO,LT,C-H5,17610,89,,412,2.985436893,2.86407767,1.77184466,230.38,55.22,7,7,29,29,1,30
Thesis,Thesis,430,6T,728092,727851,AWD289,738692,M,LFD,43480,43501,43525,SIX,7,11,BLACK,LM,C-G6,14212.5,76,,391,2.352941176,1.432225064,1.381074169,283.3,16.12,10,11,39,52,3,5
Thesis,Thesis,546,7T,733761,731891,AWD304,740783,M,HFD,43535,43556,43581,SIX,4,14,BLK HOOD,LM,C-D1,13260,66,1.8405,387,2.144702842,2.144702842,1.136950904,97.59,201.45,20,20,12,47,5,8
Thesis,Thesis,546,7T,733761,731891,AWD305,740784,M,LFD,43535,43556,43581,SIX,4,14,BLACK,RB,C-E2,9562.5,64,0.738,350,1.2,1.114285714,0.628571429,104.57,194.53,13,13,21,58,0,2
