Study,Parent_Pair,Cohort,Access_ID,Sex,Diet,Diet_Start_Week,Litter_Size,Total_AUC,HarvWeight,RetroFat_norm,FastGluc,FastIns,SWIM,CLIMB,FLOAT,REST_EPISODE_COUNT_5,MOVEMENT_EPISODE_COUNT_5,VERTICAL_EPISODE_COUNT_5,z
Pilot,225,1P,728832,M,LFD,FOUR,11,NA,6.102558594613569,1.43746264769429,NA,NA,1521,2.6390573296152584,2.1972245773362196,2,2.23606797749979,25,-1
Pilot,230,1P,728841,M,HFD,FOUR,13,NA,5.817111159963204,1.128171090909654,NA,NA,2304,2.3978952727983707,1.0986122886681098,3.1622776601683795,3.3166247903554,23,1
Pilot,230,1P,728842,M,LFD,FOUR,13,NA,5.771441123130016,1.0986122886681098,NA,NA,2025,2.1972245773362196,2.0794415416798357,3,3.1622776601683795,29,-1
Pilot,230,1P,728843,M,HFD,FOUR,13,NA,6.059123195581797,1.5216989981260935,NA,NA,961,3.1354942159291497,2.0794415416798357,3.4641016151377544,3.605551275463989,22,1
Pilot,230,1P,728844,M,LFD,FOUR,13,NA,6.016157159698354,1.2584609896100056,NA,NA,2401,1.791759469228055,0.6931471805599453,3,3.1622776601683795,25,-1
Pilot,231,1P,728851,M,HFD,FOUR,15,NA,5.921578419643816,1.1118575154181303,NA,NA,1521,2.8903717578961645,1.6094379124341003,3,3.1622776601683795,29,1
Pilot,231,1P,728852,M,LFD,FOUR,15,NA,5.823045895483019,0.9202827531436925,NA,NA,2809,1.9459101490553132,0.6931471805599453,2.449489742783178,2.6457513110645907,29,-1
Pilot,231,1P,728853,M,HFD,FOUR,15,NA,5.926926025970411,1.6054298910365616,NA,NA,324,1.791759469228055,3.6375861597263857,3,3.1622776601683795,21,1
Pilot,231,1P,728854,M,LFD,FOUR,15,NA,5.82600010738045,1.0224509277025458,NA,NA,1849,1.791759469228055,2.5649493574615367,3.4641016151377544,3.605551275463989,26,-1
Pilot,241,1P,728871,M,HFD,FOUR,8,NA,6.093569770045136,1.7334238922150915,NA,NA,1764,1.0986122886681098,2.833213344056216,4.123105625617661,4.242640687119285,21,1
Pilot,241,1P,728872,M,LFD,FOUR,8,NA,5.934894195619588,1.2669476034873244,NA,NA,1089,1.791759469228055,3.1354942159291497,3.605551275463989,3.7416573867739413,30,-1
Pilot,241,1P,728873,M,HFD,FOUR,8,NA,6.129050210060545,1.6134299337036377,NA,NA,1936,1.0986122886681098,2.70805020110221,3.3166247903554,3.4641016151377544,27,1
Pilot,241,1P,728874,M,LFD,FOUR,8,NA,6.049733455231958,1.2947271675944,NA,NA,2116,1.0986122886681098,2.5649493574615367,2.8284271247461903,3,31,-1
Pilot,313,1P,728891,M,HFD,FOUR,11,NA,5.948034989180646,1.4586150226995167,NA,NA,2704,0.6931471805599453,2.0794415416798357,3,3.1622776601683795,28,1
Pilot,313,1P,728892,M,LFD,FOUR,11,NA,5.981414211254481,0.9042181506398858,NA,NA,2916,1.9459101490553132,0,2,2.23606797749979,34,-1
Pilot,313,1P,728893,M,HFD,FOUR,11,NA,6.142037405587356,1.5933085305042167,NA,NA,256,0,3.7612001156935624,3.605551275463989,3.7416573867739413,31,1
Pilot,313,1P,728894,M,LFD,FOUR,11,NA,6.021023349349527,1.0986122886681098,NA,NA,3025,1.0986122886681098,1.3862943611198906,4,4.123105625617661,23,-1
Pilot,203,2P,728941,M,HFD,FOUR,9,NA,6.0063531596017325,1.6428726885203377,NA,NA,1089,1.0986122886681098,3.258096538021482,3.605551275463989,3.7416573867739413,24,1
Pilot,203,2P,728942,M,LFD,FOUR,9,NA,5.8916442118257715,0.5247285289349821,NA,NA,1089,3.1780538303479458,1.6094379124341003,4,4.123105625617661,18,-1
Pilot,203,2P,728943,M,HFD,FOUR,9,NA,6.194405391104672,1.5644405465033644,NA,NA,2601,1.9459101490553132,1.3862943611198906,4.358898943540674,4.358898943540674,20,1
Pilot,0240B,2P,728961,M,LFD,FOUR,12,NA,6.115892125483034,1.264126727145683,NA,NA,2116,2.4849066497880004,1.3862943611198906,2.8284271247461903,3,27,-1
Pilot,0240B,2P,728962,M,HFD,FOUR,12,NA,6.26530121273771,2.1114245875328868,NA,NA,1024,1.9459101490553132,3.1354942159291497,4.358898943540674,4.47213595499958,18,1
Pilot,0240B,2P,728963,M,LFD,FOUR,12,NA,6.18826412308259,1.6639260977181702,NA,NA,1444,1.6094379124341003,2.9444389791664403,1.7320508075688772,2,33,-1
Pilot,0240B,2P,728964,M,HFD,FOUR,12,NA,6.240275845170769,2.0706530356467567,NA,NA,1764,0.6931471805599453,2.8903717578961645,3.3166247903554,3.4641016151377544,25,1
Pilot,226,2P,728971,M,LFD,FOUR,7,NA,6.056784013228625,1.3270750014599193,NA,NA,3481,0.6931471805599453,0,2.449489742783178,2.6457513110645907,27,-1
Pilot,226,2P,728972,M,HFD,FOUR,7,NA,6.171700597410915,1.6370530794670737,NA,NA,49,1.791759469228055,3.8918202981106265,3.1622776601683795,3.3166247903554,27,1
Pilot,226,2P,728973,M,LFD,FOUR,7,NA,6.163314804034641,1.5644405465033644,NA,NA,2116,2.302585092994046,1.791759469228055,2.8284271247461903,3,24,-1
Pilot,226,2P,728974,M,HFD,FOUR,7,NA,6.089044875446846,1.7578579175523736,NA,NA,36,1.0986122886681098,3.9318256327243257,3,3.1622776601683795,27,1
Pilot,227,2P,728981,M,LFD,FOUR,14,NA,5.8888779583328805,1.0784095813505903,NA,NA,2601,2.0794415416798357,1.0986122886681098,2.6457513110645907,2.8284271247461903,24,-1
Pilot,227,2P,728982,M,HFD,FOUR,14,NA,6.045005314036012,1.631199404215613,NA,NA,1369,1.6094379124341003,2.995732273553991,3.7416573867739413,3.872983346207417,28,1
Pilot,227,2P,728983,M,LFD,FOUR,14,NA,5.749392985908253,1.0577902941478545,NA,NA,1521,2.302585092994046,2.5649493574615367,3,3.1622776601683795,26,-1
Pilot,227,2P,728984,M,HFD,FOUR,14,NA,5.8916442118257715,1.4586150226995167,NA,NA,1600,1.791759469228055,2.772588722239781,1.4142135623730951,1.7320508075688772,34,1
Pilot,235,2P,729011,M,LFD,FOUR,11,NA,6.0330862217988015,1.1755733298042381,NA,NA,2500,2.1972245773362196,1.0986122886681098,2.23606797749979,2.449489742783178,33,-1
Pilot,235,2P,729012,M,HFD,FOUR,11,NA,5.961005339623274,1.2325602611778486,NA,NA,2304,1.791759469228055,2.0794415416798357,3.1622776601683795,3.3166247903554,31,1
Pilot,235,2P,729013,M,LFD,FOUR,11,NA,6.056784013228625,1.5644405465033644,NA,NA,1936,2.302585092994046,2.0794415416798357,2,2.23606797749979,34,-1
Pilot,235,2P,729014,M,HFD,FOUR,11,NA,6.040254711277414,1.2669476034873244,NA,NA,2601,1.6094379124341003,1.791759469228055,2.6457513110645907,2.8284271247461903,27,1
Pilot,315,2P,729021,M,LFD,FOUR,11,NA,5.988961416889864,1.3711807233098425,NA,NA,1600,1.791759469228055,2.772588722239781,3.4641016151377544,3.605551275463989,33,-1
Pilot,315,2P,729022,M,HFD,FOUR,11,NA,6.07073772800249,1.3887912413184778,NA,NA,2116,0.6931471805599453,2.6390573296152584,2.449489742783178,2.449489742783178,35,1
Pilot,315,2P,729023,M,LFD,FOUR,11,NA,5.846438775057725,1.3001916620664788,NA,NA,729,2.70805020110221,2.995732273553991,2.6457513110645907,2.8284271247461903,35,-1
Pilot,315,2P,729024,M,HFD,FOUR,11,NA,6.139884552226255,1.8656293177945105,NA,NA,961,0.6931471805599453,3.367295829986474,2.449489742783178,2.6457513110645907,25,1
Pilot,308,2P,729041,M,LFD,FOUR,9,NA,5.886104031450156,1.0818051703517284,NA,NA,1089,1.3862943611198906,3.2188758248682006,3.3166247903554,3.4641016151377544,18,-1
Pilot,308,2P,729042,M,HFD,FOUR,9,NA,5.981414211254481,1.6389967146756448,NA,NA,2401,1.3862943611198906,1.9459101490553132,4.123105625617661,4.242640687119285,26,1
Pilot,317,2P,729053,M,LFD,FOUR,13,NA,5.942799375126701,1.205970806988609,NA,NA,2601,0.6931471805599453,2.1972245773362196,3.7416573867739413,3.872983346207417,31,-1
Pilot,317,2P,729054,M,HFD,FOUR,13,NA,5.996452088619021,1.358409157630355,NA,NA,1444,0,3.091042453358316,4.358898943540674,4.47213595499958,19,1
Pilot,317,2P,729055,M,LFD,FOUR,13,NA,6.104793232414985,1.413423028508143,NA,NA,1369,1.0986122886681098,3.091042453358316,2.23606797749979,2.449489742783178,37,-1
Pilot,324,2P,729081,M,LFD,FOUR,15,NA,5.993961427306569,1.0116009116784799,NA,NA,1225,1.6094379124341003,3.091042453358316,2.23606797749979,2.449489742783178,25,-1
Pilot,324,2P,729082,M,HFD,FOUR,15,NA,5.932245187448011,0.9439058989071285,NA,NA,2704,0,2.1972245773362196,3.1622776601683795,3.3166247903554,32,1
Pilot,324,2P,729083,M,LFD,FOUR,15,NA,5.961005339623274,1.1537315878891892,NA,NA,2401,1.3862943611198906,2.1972245773362196,2.449489742783178,2.6457513110645907,30,-1
Pilot,324,2P,729084,M,HFD,FOUR,15,NA,6.113682179832232,1.355835153635182,NA,NA,1936,1.3862943611198906,2.6390573296152584,3.4641016151377544,3.605551275463989,28,1
Pilot,332,1P,729103,M,HFD,FOUR,12,NA,5.87493073085203,0.9477893989335261,NA,NA,1764,2.5649493574615367,1.9459101490553132,4.358898943540674,4.47213595499958,21,1
Pilot,332,1P,729104,M,LFD,FOUR,12,NA,5.963579343618446,1.3635373739972745,NA,NA,2401,1.3862943611198906,2.1972245773362196,3.605551275463989,3.7416573867739413,19,-1
Pilot,332,1P,729105,M,HFD,FOUR,12,NA,6.093569770045136,1.4445632692438664,NA,NA,121,0.6931471805599453,3.871201010907891,2.449489742783178,2.6457513110645907,20,1
Pilot,332,1P,729106,M,LFD,FOUR,12,NA,6.104793232414985,1.3270750014599193,NA,NA,2209,1.791759469228055,2.1972245773362196,2.449489742783178,2.6457513110645907,31,-1
Thesis,338,1T,734521,M,HFD,SIX,8,9.83137374456082,6.049733455231958,1.668197355509151,0.010752688172043012,NA,1521,0.6931471805599453,3.044522437723423,4.58257569495584,4.69041575982343,13,1
Thesis,338,1T,734522,M,HFD,SIX,8,9.324873688566344,6.0844994130751715,1.1461695410505686,0.012345679012345678,0.40613155265132483,1681,1.0986122886681098,2.8903717578961645,3.605551275463989,3.7416573867739413,36,1
Thesis,338,1T,734523,M,LFD,SIX,8,9.471434599518867,5.934894195619588,1.2659383896135434,0.0125,NA,1156,1.3862943611198906,3.1780538303479458,4.47213595499958,4.58257569495584,16,-1
Thesis,343,1T,734571,M,HFD,SIX,9,9.426539869055961,6.052089168924417,1.7516578649907883,0.011363636363636364,1.070898450100594,784,0,3.4965075614664802,3.605551275463989,3.7416573867739413,27,1
Thesis,343,1T,734572,M,HFD,SIX,9,9.589529948672084,5.8888779583328805,1.3143208614350999,0.011363636363636364,NA,576,1.6094379124341003,3.4965075614664802,3.7416573867739413,3.872983346207417,21,1
Thesis,343,1T,734573,M,LFD,SIX,9,9.743377484107393,6.018593214496234,1.3801781340779147,0.012195121951219513,NA,900,0,3.4339872044851463,3.7416573867739413,3.872983346207417,15,-1
