ID.F51,CC,Sex,FamNo,DOB,HomeCage,Sire.ID,Dam.ID,Transpondernumber,SW.ID,Generation,EarPunch,Sire.SW.ID,Dam.SW.ID
623502,Brown hood,F,NA,5-Jul,NA,579181,602072,18,HSF0601,600,RB,HSM0501,HSF0502
623512,Black hood,F,NA,15-Jul,NA,577491,579102,36,HSF0602,600,LM,HSM0502,HSF0503
623522,Albino,F,NA,21-Jul,NA,579101,579092,61,HSF0603,600,LT,HSM0503,HSF0504
623532,Brown hood,F,NA,3-Jul,NA,579091,578072,6,HSF0604,600,RB,HSM0504,HSF0505
623542,Black,F,NA,4-Jul,NA,578071,578062,12,HSF0605,600,RT,HSM0505,HSF0506
623552,Black hood,F,NA,15-Jul,NA,578061,579132,38,HSF0606,600,LB,HSM0506,HSF0507
623562,Brown hood,F,NA,4-Jul,NA,579131,579122,14,HSF0607,600,RB,HSM0507,HSF0508
623572,Brown,F,NA,3-Jul,NA,579121,578092,8,HSF0608,600,LM,HSM0508,HSF0509
623582,Brown,F,NA,3-Jul,NA,578091,578102,10,HSF0609,600,RB,HSM0509,HSF0510
623592,Brown hood,F,NA,16-Jul,NA,578101,599622,47,HSF0610,600,LT,HSM0510,HSF0511
623602,Brown,F,NA,1-Jul,NA,599621,577482,2,HSF0611,600,RM,HSM0511,HSF0512
623612,Albino,F,NA,4-Jul,NA,577481,572572,16,HSF0612,600,RM,HSM0512,HSF0513
623832,Brown hood,F,NA,27-Jul,NA,572571,599612,78,HSF0613,600,LB,HSM0513,HSF0514
623842,Black hood,F,NA,13-Jul,NA,599611,579152,3,HSF0614,600,LM,HSM0514,HSF0515
623852,Black hood,F,NA,9-Jul,NA,602081,579142,20,HSF0615,600,LT,HSM0515,HSF0516
623862,Albino,F,NA,11-Jul,NA,579141,580412,22,HSF0616,600,LB,HSM0516,HSF0517
623872,Black hood,F,NA,11-Jul,NA,580411,580962,24,HSF0617,600,LT,HSM0517,HSF0518
623882,Albino,F,NA,15-Jul,NA,580961,580952,40,HSF0618,600,LT,HSM0518,HSF0519
623892,Brown,F,NA,15-Jul,NA,580951,572412,42,HSF0619,600,LM,HSM0519,HSF0520
623902,Albino,F,NA,13-Jul,NA,572411,572422,32,HSF0620,600,LB,HSM0520,HSF0521
628222,Brown,F,NA,13-Feb,NA,572411,572422,175,HSF0620B,600,RB,HSM0520,HSF0521
623912,Brown hood,F,NA,2-Jul,NA,572421,585272,30,HSF0621,600,LT,HSM0521,HSF0522
628272,Brown hood,F,NA,13-Feb,NA,572421,585272,176,HSF0621B,600,RT,HSM0521,HSF0522
623922,Brown,F,NA,14-Jul,NA,585271,579112,34,HSF0622,600,LT,HSM0522,HSF0523
623932,Brown,F,NA,11-Jul,NA,579111,574622,26,HSF0623,600,LM,HSM0523,HSF0524
623942,Albino,F,NA,11-Jul,NA,574621,576042,28,HSF0624,600,LB,HSM0524,HSF0525
623952,Black hood,F,NA,15-Jul,NA,576041,580982,44,HSF0625,600,LB,HSM0525,HSF0526
623962,Albino,F,NA,4-Aug,NA,580981,580972,82,HSF0626,600,LM,HSM0526,HSF0527
623972,Black,F,NA,21-Jul,NA,580971,574612,63,HSF0627,600,LM,HSM0527,HSF0528
623982,Brown,F,NA,18-Jul,NA,574611,574602,57,HSF0628,600,LB,HSM0528,HSF0529
625502,Black,F,NA,8-Sep,NA,574601,581012,92,HSF0629,600,LT,HSM0529,HSF0530
624002,Brown hood,F,NA,23-Jul,NA,581011,622982,65,HSF0630,600,LB,HSM0530,HSF0508B
624012,Brown hood,F,NA,18-Jul,NA,622981,578112,59,HSF0631,600,LT,HSM0508B,HSF0532
624022,Black hood,F,NA,16-Jul,NA,578111,579172,49,HSF0632,600,LM,HSM0532,HSF0533
625742,Black hood,F,NA,19-Sep,NA,579171,579162,96,HSF0633,600,LB,HSM0533,HSF0534
624042,Black,F,NA,16-Jul,NA,579161,574632,51,HSF0634,600,LB,HSM0534,HSF0535
624052,Brown hood,F,NA,16-Jul,NA,574631,576352,53,HSF0635,600,LT,HSM0535,HSF0536
628412,Albino,F,NA,22-Feb,NA,574631,576352,191,HSF0635B,600,RB,HSM0535,HSF0536
624062,Brown,F,NA,16-Jul,NA,576351,586882,55,HSF0636,600,LM,HSM0536,HSF0537
624182,Brown hood,F,NA,23-Jul,NA,586881,586872,68,HSF0637,600,LT,HSM0537,HSF0538
625542,Brown,F,NA,8-Sep,NA,586871,576372,94,HSF0638,600,LM,HSM0538,HSF0539
624202,Brown,F,NA,24-Jul,NA,576371,576362,70,HSF0639,600,LM,HSM0539,HSF0540
628022,Black hood,F,NA,30-Jan,NA,576371,576362,124,HSF0639B,600,RT,HSM0539,HSF0540
625672,Albino,F,NA,24-Sep,NA,576361,624632,98,HSF0640,600,LT,HSM0540,HSF0541B
624222,Black hood,F,NA,25-Jul,NA,576051,576062,76,HSF0641,600,LM,HSM0541,HSF0542
624232,Black,F,NA,28-Jul,NA,576061,576072,80,HSF0642,600,LT,HSM0542,HSF0543
625172,Black hood,F,NA,15-Aug,NA,576071,579212,84,HSF0643,600,LB,HSM0543,HSF0544
624252,Black hood,F,NA,16-Aug,NA,579211,579202,86,HSF0644,600,LT,HSM0544,HSF0545
624262,Brown hood,F,NA,24-Jul,NA,579201,579192,72,HSF0645,600,LB,HSM0545,HSF0546
624272,Albino,F,NA,25-Jul,NA,579191,579182,74,HSF0646,600,LT,HSM0546,HSF0501
623501,Black hood,M,NA,5-Jul,NA,579181,602072,17,HSM0601,600,LB,HSM0501,HSF0502
623511,Brown hood,M,NA,15-Jul,NA,577491,579102,35,HSM0602,600,RM,HSM0502,HSF0503
623521,Black hood,M,NA,21-Jul,NA,579101,579092,60,HSM0603,600,RT,HSM0503,HSF0504
623531,Black hood,M,NA,3-Jul,NA,579091,578072,5,HSM0604,600,RM,HSM0504,HSF0505
623541,Black hood,M,NA,4-Jul,NA,578071,578062,11,HSM0605,600,LT,HSM0505,HSF0506
623551,Black hood,M,NA,15-Jul,NA,578061,579132,37,HSM0606,600,RB,HSM0506,HSF0507
623561,Black hood,M,NA,4-Jul,NA,579131,579122,13,HSM0607,600,LB,HSM0507,HSF0508
623571,Brown hood,M,NA,3-Jul,NA,579121,578092,7,HSM0608,600,LT,HSM0508,HSF0509
623581,Albino,M,NA,3-Jul,NA,578091,578102,9,HSM0609,600,LM,HSM0509,HSF0510
623591,Brown hood,M,NA,16-Jul,NA,578101,599622,45,HSM0610,600,RT,HSM0510,HSF0511
626031,Albino,M,NA,7-Oct,NA,599621,577482,99,HSM0611,600,RM,HSM0511,HSF0512
623611,Brown hood,M,NA,4-Jul,NA,577481,572572,15,HSM0612,600,LM,HSM0512,HSF0513
623831,Brown hood,M,NA,27-Jul,NA,572571,599612,77,HSM0613,600,RB,HSM0513,HSF0514
623841,Brown hood,M,NA,13-Jul,NA,599611,579152,4,HSM0614,600,RM,HSM0514,HSF0515
623851,Albino,M,NA,9-Jul,NA,602081,579142,19,HSM0615,600,RT,HSM0515,HSF0516
623861,Black hood,M,NA,11-Jul,NA,579141,580412,21,HSM0616,600,RB,HSM0516,HSF0517
623871,Black hood,M,NA,11-Jul,NA,580411,580962,23,HSM0617,600,RT,HSM0517,HSF0518
623881,Black,M,NA,15-Jul,NA,580961,580952,39,HSM0618,600,RT,HSM0518,HSF0519
623891,Albino,M,NA,15-Jul,NA,580951,572412,41,HSM0619,600,RM,HSM0519,HSF0520
623901,Black,M,NA,13-Jul,NA,572411,572422,31,HSM0620,600,RB,HSM0520,HSF0521
623911,Brown,M,NA,2-Jul,NA,572421,585272,29,HSM0621,600,RT,HSM0521,HSF0522
623921,Black,M,NA,14-Jul,NA,585271,579112,33,HSM0622,600,RT,HSM0522,HSF0523
623931,Brown,M,NA,11-Jul,NA,579111,574622,25,HSM0623,600,RM,HSM0523,HSF0524
623941,Brown hood,M,NA,11-Jul,NA,574621,576042,27,HSM0624,600,RB,HSM0524,HSF0525
623951,Albino,M,NA,15-Jul,NA,576041,580982,43,HSM0625,600,RB,HSM0525,HSF0526
623961,Brown,M,NA,4-Aug,NA,580981,580972,81,HSM0626,600,RM,HSM0526,HSF0527
623971,Albino,M,NA,21-Jul,NA,580971,574612,62,HSM0627,600,RM,HSM0527,HSF0528
623981,Black hood,M,NA,18-Jul,NA,574611,574602,56,HSM0628,600,RB,HSM0528,HSF0529
625501,Black,M,NA,8-Sep,NA,574601,581012,91,HSM0629,600,RT,HSM0529,HSF0530
624001,Albino,M,NA,23-Jul,NA,581011,622982,64,HSM0630,600,RB,HSM0530,HSF0508B
624011,Brown,M,NA,18-Jul,NA,622981,578112,58,HSM0631,600,RT,HSM0508B,HSF0532
624021,Black hood,M,NA,16-Jul,NA,578111,579172,48,HSM0632,600,RM,HSM0532,HSF0533
625741,Black,M,NA,19-Sep,NA,579171,579162,95,HSM0633,600,RB,HSM0533,HSF0534
624041,Black,M,NA,16-Jul,NA,579161,574632,50,HSM0634,600,RB,HSM0534,HSF0535
624051,Albino,M,NA,16-Jul,NA,574631,576352,52,HSM0635,600,RT,HSM0535,HSF0536
624061,Brown,M,NA,16-Jul,NA,576351,586882,54,HSM0636,600,RM,HSM0536,HSF0537
624181,Brown,M,NA,23-Jul,NA,586881,586872,66,HSM0637,600,RT,HSM0537,HSF0538
625541,Albino,M,NA,8-Sep,NA,586871,576372,93,HSM0638,600,RM,HSM0538,HSF0539
624201,Brown,M,NA,24-Jul,NA,576371,576362,69,HSM0639,600,RM,HSM0539,HSF0540
625671,Black hood,M,NA,24-Sep,NA,576361,624632,97,HSM0640,600,RT,HSM0540,HSF0541B
624221,Black,M,NA,25-Jul,NA,576051,576062,75,HSM0641,600,RM,HSM0541,HSF0542
624231,Black,M,NA,28-Jul,NA,576061,576072,79,HSM0642,600,RT,HSM0542,HSF0543
625171,Black hood,M,NA,15-Aug,NA,576071,579212,83,HSM0643,600,RB,HSM0543,HSF0544
624251,Black hood,M,NA,16-Aug,NA,579211,579202,85,HSM0644,600,RT,HSM0544,HSF0545
624261,Black hood,M,NA,24-Jul,NA,579201,579192,71,HSM0645,600,RB,HSM0545,HSF0546
624271,Brown hood,M,NA,25-Jul,NA,579191,579182,73,HSM0646,600,RT,HSM0546,HSF0501
