ID.F51,CC,Sex,FamNo,DOB,HomeCage,Sire.ID,Dam.ID,Transpondernumber,SW.ID,Generation,EarPunch,Sire.SW.ID,Dam.SW.ID
635521,Brown hood,M,NA,4/24/10,NA,632011,632682,460,HSM0944,900,LT,HSM0822B,HSF0845
635092,Albino,F,NA,4/2/10,NA,633741,632432,393,HSF0901,900,RB,HSM0801,HSF0802
635102,Albino,F,NA,3/31/10,NA,632431,632442,388,HSF0902,900,RT,HSM0802,HSF0803
636082,Black,F,NA,4/27/10,NA,632441,630852,466,HSF0903,900,RM,HSM0803,HSF0804
635122,Black,F,NA,4/4/10,NA,630851,631672,404,HSF0904,900,RM,HSM0804,HSF0805
635132,Black hood,F,NA,4/28/10,NA,631671,632612,470,HSF0905,900,RT,HSM0805,HSF0806
635142,Brown hood,F,NA,4/5/10,NA,632611,632022,407,HSF0906,900,RB,HSM0806,HSF0807
635894,Black hood,F,NA,7/5/10,NA,635561,635752,492,HSF0907,900,RM,HSM0807,HSF0832B
636074,Albino,F,NA,6/29/10,NA,635751,635802,490,HSF0908,900,RT,HSM0832B,HSF0809
635152,Albino,F,NA,4/6/10,NA,630911,632622,409,HSF0909,900,RT,HSM0809,HSF0810
635162,Black,F,NA,4/2/10,NA,632621,632452,395,HSF0910,900,RT,HSM0810,HSF0811
637604,Albino,F,NA,7/27/10,NA,632621,632452,496,HSF0910B,900,RB,HSM0810,HSF0811
635172,Brown hood,F,NA,4/3/10,NA,632451,632982,399,HSF0911,900,RB,HSM0811,HSF0812
635182,Brown hood,F,NA,4/1/10,NA,632981,632992,390,HSF0912,900,RM,HSM0812,HSF0813
635192,Black hood,F,NA,4/3/10,NA,632991,632462,402,HSF0913,900,RT,HSM0813,HSF0814
635202,Black hood,F,NA,4/2/10,NA,632461,631992,397,HSF0914,900,RM,HSM0814,HSF0815
635212,Black hood,F,NA,4/10/10,NA,631991,633002,425,HSF0915,900,RM,HSM0815,HSF0816
635222,Black hood,F,NA,4/22/10,NA,633001,632472,453,HSF0916,900,RM,HSM0816,HSF0817
635232,Black,F,NA,4/10/10,NA,632471,631592,421,HSF0917,900,RB,HSM0817,HSF0818
635242,Albino,F,NA,4/7/10,NA,631591,632632,411,HSF0918,900,RM,HSM0818,HSF0819
635252,Black,F,NA,4/8/10,NA,632631,633132,413,HSF0919,900,RB,HSM0819,HSF0820
640152,Black,F,NA,11/29/10,NA,632631,633132,594,HSF0919B,900,RT,HSM0819,HSF0820
635262,Brown,F,NA,4/20/10,NA,633131,632772,451,HSF0920,900,RT,HSM0820,HSF0821
635272,Black,F,NA,4/9/10,NA,632771,632782,415,HSF0921,900,RT,HSM0821,HSF0822
635282,Albino,F,NA,4/9/10,NA,632781,632482,417,HSF0922,900,RM,HSM0822,HSF0823
635292,Albino,F,NA,4/27/10,NA,634141,633042,468,HSF0923,900,RB,HSM0823,HSF0824
635302,Black,F,NA,5/3/10,NA,633041,632492,474,HSF0924,900,RB,HSM0824,HSF0825
635332,Black hood,F,NA,4/10/10,NA,632491,633052,423,HSF0925,900,RT,HSM0825,HSF0826
635342,Brown,F,NA,4/11/10,NA,633051,632652,427,HSF0926,900,RB,HSM0826,HSF0827
635352,Brown hood,F,NA,5/4/10,NA,632651,632662,477,HSF0927,900,RT,HSM0827,HSF0828
635362,Black hood,F,NA,4/16/10,NA,632661,630892,436,HSF0928,900,RT,HSM0828,HSF0829
635372,Brown,F,NA,4/16/10,NA,630891,631622,438,HSF0929,900,RM,HSM0829,HSF0830
635382,Brown hood,F,NA,4/17/10,NA,631621,631632,440,HSF0930,900,RB,HSM0830,HSF0831
635392,Black,F,NA,4/15/10,NA,631631,632792,432,HSF0931,900,RM,HSM0831,HSF0832
635412,Brown hood,F,NA,4/16/10,NA,632671,633502,434,HSF0933,900,RB,HSM0833,HSF0812B
635422,Black hood,F,NA,4/19/10,NA,632983,633852,447,HSF0934,900,RB,HSM0812B,HSF0835
635432,Brown hood,F,NA,4/30/10,NA,633851,633552,471,HSF0935,900,RM,HSM0835,HSF0836
638372,Black,F,NA,8/21/10,NA,632801,636741,502,HSF0937,900,RT,HSM0837,HSF0838B
635462,Black,F,NA,4/14/10,NA,633301,632032,430,HSF0938,900,RT,HSM0838,HSF0839
635472,Black hood,F,NA,4/26/10,NA,632031,632142,465,HSF0939,900,RT,HSM0839,HSF0840
635482,Black hood,F,NA,4/22/10,NA,632141,632502,455,HSF0940,900,RB,HSM0840,HSF0841
635492,Black hood,F,NA,4/23/10,NA,633461,632512,459,HSF0941,900,RM,HSM0841,HSF0842
635502,Black hood,F,NA,6/21/10,NA,632511,632002,488,HSF0942,900,RB,HSM0842,HSF0843
635512,Black hood,F,NA,5/7/10,NA,632001,632012,479,HSF0943,900,RM,HSM0843,HSF0822B
640992,Brown hood,F,NA,12/22/10,NA,632001,632012,602,HSF0943B,900,RT,HSM0843,HSF0822B
635522,Albino,F,NA,4/24/10,NA,632011,632682,461,HSF0944,900,RB,HSM0822B,HSF0845
635532,Albino,F,NA,4/22/10,NA,632681,632812,457,HSF0945,900,RT,HSM0845,HSF0846
636482,Brown hood,F,NA,5/17/10,NA,632811,633232,484,HSF0946,900,RB,HSM0846,HSF0801
635091,Albino,M,NA,4/2/10,NA,633741,632432,392,HSM0901,900,LB,HSM0801,HSF0802
635101,Albino,M,NA,3/31/10,NA,632431,632442,387,HSM0902,900,LT,HSM0802,HSF0803
635111,Black,M,NA,4/5/10,NA,632441,630852,405,HSM0903,900,LB,HSM0803,HSF0804
635121,Albino,M,NA,4/4/10,NA,630851,631672,403,HSM0904,900,LM,HSM0804,HSF0805
635131,Black hood,M,NA,4/28/10,NA,631671,632612,469,HSM0905,900,LT,HSM0805,HSF0806
635141,Black hood,M,NA,4/5/10,NA,632611,632022,406,HSM0906,900,LT,HSM0806,HSF0807
635893,Black hood,M,NA,7/5/10,NA,635561,635752,491,HSM0907,900,LB,HSM0807,HSF0832B
636073,Brown hood,M,NA,6/29/10,NA,635751,635802,489,HSM0908,900,LM,HSM0832B,HSF0809
635151,Brown,M,NA,4/6/10,NA,630911,632622,408,HSM0909,900,LM,HSM0809,HSF0810
635161,Brown,M,NA,4/2/10,NA,632621,632452,394,HSM0910B,900,LT,HSM0810,HSF0811
635171,Brown hood,M,NA,4/3/10,NA,632451,632982,398,HSM0911,900,LB,HSM0811,HSF0812
635181,Black hood,M,NA,4/1/10,NA,632981,632992,389,HSM0912,900,LM,HSM0812,HSF0813
635191,Black hood,M,NA,4/3/10,NA,632991,632462,400,HSM0913,900,LT,HSM0813,HSF0814
635201,Black hood,M,NA,4/2/10,NA,632461,631992,396,HSM0914,900,LM,HSM0814,HSF0815
635211,Black hood,M,NA,4/10/10,NA,631991,633002,424,HSM0915,900,LB,HSM0815,HSF0816
635221,Black hood,M,NA,4/22/10,NA,633001,632472,452,HSM0916,900,LB,HSM0816,HSF0817
635231,Brown,M,NA,4/10/10,NA,632471,631592,420,HSM0917,900,LT,HSM0817,HSF0818
635241,Black hood,M,NA,4/7/10,NA,631591,632632,410,HSM0918,900,LB,HSM0818,HSF0819
640481,Albino,M,NA,12/14/10,NA,631591,632632,599,HSM0918B,900,LT,HSM0818,HSF0819
635251,Brown hood,M,NA,4/8/10,NA,631591,633132,412,HSM0919,900,LT,HSM0818,HSF0820
635261,Brown,M,NA,4/20/10,NA,633131,632772,450,HSM0920,900,LM,HSM0820,HSF0821
635271,Black hood,M,NA,4/9/10,NA,632771,632782,414,HSM0921,900,LM,HSM0821,HSF0822
635281,Brown hood,M,NA,4/9/10,NA,632781,632482,416,HSM0922,900,LB,HSM0822,HSF0823
635291,Brown hood,M,NA,4/27/10,NA,634141,633042,467,HSM0923,900,LB,HSM0823,HSF0824
635301,Black hood,M,NA,5/3/10,NA,633041,632492,473,HSM0924,900,LB,HSM0824,HSF0825
635331,Black hood,M,NA,4/10/10,NA,632491,633052,422,HSM0925,900,LM,HSM0825,HSF0826
635341,Albino,M,NA,4/11/10,NA,633051,632652,426,HSM0926,900,LT,HSM0826,HSF0827
635351,Black hood,M,NA,5/4/10,NA,632651,632662,476,HSM0927,900,LT,HSM0827,HSF0828
635361,Brown hood,M,NA,4/16/10,NA,632661,630892,435,HSM0928,900,LM,HSM0828,HSF0829
635371,Albino,M,NA,4/16/10,NA,630891,631622,437,HSM0929,900,LB,HSM0829,HSF0830
635381,Brown hood,M,NA,4/17/10,NA,631621,631632,439,HSM0930,900,RT,HSM0830,HSF0831
635391,Black,M,NA,4/15/10,NA,631631,632792,431,HSM0931,900,LB,HSM0831,HSF0832
635411,Brown hood,M,NA,4/16/10,NA,632671,633502,433,HSM0933,900,LT,HSM0833,HSF0812B
635421,Black hood,M,NA,4/19/10,NA,632983,633852,446,HSM0934,900,LT,HSM0812B,HSF0835
635431,Albino,M,NA,4/30/10,NA,633851,633552,471,HSM0935,900,LM,HSM0835,HSF0836
635441,Black,M,NA,4/17/10,NA,633551,632802,441,HSM0936,900,LM,HSM0836,HSF0837
638371,Albino,M,NA,8/21/10,NA,632801,636741,501,HSM0937,900,LM,HSM0837,HSF0838B
635461,Black hood,M,NA,4/14/10,NA,633301,632032,429,HSM0938,900,LM,HSM0838,HSF0839
635471,Black,M,NA,4/26/10,NA,632031,632142,464,HSM0939,900,LM,HSM0839,HSF0840
635481,Black hood,M,NA,4/22/10,NA,632141,632502,454,HSM0940,900,LT,HSM0840,HSF0841
635491,Black hood,M,NA,4/23/10,NA,633461,632512,458,HSM0941,900,LB,HSM0841,HSF0842
635501,Black hood,M,NA,6/21/10,NA,632511,632002,487,HSM0942,900,LT,HSM0842,HSF0843
640341,Black hood,M,NA,12/4/10,NA,632511,632002,596,HSM0942B,900,LT,HSM0842,HSF0843
635511,Brown hood,M,NA,5/7/10,NA,632001,632012,478,HSM0943,900,LM,HSM0843,HSF0822B
635531,Brown hood,M,NA,4/22/10,NA,632681,632812,456,HSM0945,900,LM,HSM0845,HSF0846
640771,Albino,M,NA,12/20/10,NA,632681,632812,601,HSM0945B,900,LT,HSM0845,HSF0846
636481,Black hood,M,NA,5/17/10,NA,632811,633232,483,HSM0946,900,LB,HSM0846,HSF0801
637603,Black,M,NA,7/27/10,NA,632621,632452,495,HSM0910,900,LT,HSM0810,HSF0811
635442,Albino,F,NA,4/17/10,NA,633551,632802,442,HSF0936,900,RT,HSM0836,HSF0837
