ID.F51,CC,Sex,FamNo,DOB,HomeCage,Sire.ID,Dam.ID,Transpondernumber,SW.ID,Generation,EarPunch,Sire.SW.ID,Dam.SW.ID
643822,Black.Hood,F,NA,5/24/11,NA,640041,638602,692,HSF01101,1100,RT,HSM01001,HSF01002
645532,Albino,F,NA,8/18/11,NA,638601,638612,725,HSF01102,1100,RM,HSM01002,HSF01003
642702,black,F,NA,5/1/11,NA,638611,638622,630,HSF01103,1100,RB,HSM01003,HSF01004
642712,Black,F,NA,5/1/11,NA,638621,638632,639,HSF01104,1100,RT,HSM01004,HSF01005
642722,Black.Hood,F,NA,4/27/11,NA,638631,638642,619,HSF01105,1100,RT,HSM01005,HSF01006
642732,Brown,F,NA,5/2/11,NA,638641,638652,644,HSF01106,1100,RB,HSM01006,HSF01007
645352,Albino,F,NA,8/11/11,NA,638641,638652,719,HSF01106B,1100,RM,HSM01006,HSF01007
642742,Black,F,NA,4/27/11,NA,638651,638662,621,HSF01107,1100,RM,HSM01007,HSF01008
642752,Albino,F,NA,5/1/11,NA,638661,638672,642,HSF01108,1100,RM,HSM01008,HSF01009
642762,Brown.Hood,F,NA,4/27/11,NA,638671,638682,623,HSF01109,1100,RB,HSM01009,HSF01010
642772,Black,F,NA,5/11/11,NA,638681,638692,663,HSF01110,1100,RT,HSM01010,HSF01011
642782,Brown.Hood,F,NA,4/27/11,NA,638691,638702,625,HSF01111,1100,RT,HSM01011,HSF01012
642792,Black.Hood,F,NA,4/28/11,NA,638701,638792,628,HSF01112,1100,RM,HSM01012,HSF01013
642802,Black.Hood,F,NA,5/4/11,NA,638791,638802,646,HSF01113,1100,RT,HSM01013,HSF01014
642812,Black.Hood,F,NA,5/4/11,NA,638801,638812,649,HSF01114,1100,RM,HSM01014,HSF01015
642822,Black.Hood,F,NA,5/4/11,NA,638811,638822,652,HSF01115,1100,RB,HSM01015,HSF01016
642832,Brown.Hood,F,NA,5/6/11,NA,638821,638832,635,HSF01116,1100,RB,HSM01016,HSF01017
642842,Black.Hood,F,NA,5/7/11,NA,638831,640872,656,HSF01117,1100,RT,HSM01017,HSF01018
645562,Black.Hood,F,NA,8/18/11,NA,638831,640872,728,HSF01117B,1100,RT,HSM01017,HSF01018
642862,Brown,F,NA,5/5/11,NA,638851,638862,654,HSF01119,1100,RT,HSM01019,HSF01020
645402,Brown,F,NA,8/16/11,NA,638851,638862,723,HSF01119B,1100,RT,HSM01019,HSF01020
642872,Black,F,NA,5/5/11,NA,638861,638872,633,HSF01120,1100,RT,HSM01020,HSF01021
642882,Brown.Hood,F,NA,5/7/11,NA,638871,638882,658,HSF01121,1100,RM,HSM01021,HSF01022
644192,Black.Hood,F,NA,6/11/11,NA,638881,640102,699,HSF01122,1100,RT,HSM01022,HSF01023
642902,Brown.Hood,F,NA,5/7/11,NA,638891,638902,660,HSF01123,1100,RB,HSM01023,HSF01024
642912,Black.Hood,F,NA,5/5/11,NA,638901,639182,637,HSF01124,1100,RM,HSM01024,HSF01025
643142,Black.Hood,F,NA,6/17/11,NA,639181,639192,703,HSF01125,1100,RM,HSM01025,HSF01026
643152,Black,F,NA,5/13/11,NA,639191,639202,671,HSF01126,1100,RM,HSM01026,HSF01027
643812,Brown.Hood,F,NA,7/5/11,NA,642991,643722,712,HSF01127,1100,RB,HSM01027,HSF01028
643172,Brown.Hood,F,NA,5/13/11,NA,639221,639232,673,HSF01129,1100,RB,HSM01029,HSF01030
643182,Brown,F,NA,5/11/11,NA,639231,639242,665,HSF01130,1100,RM,HSM01030,HSF01031
643192,Brown,F,NA,5/13/11,NA,639241,639252,675,HSF01131,1100,RT,HSM01031,HSF01032
643202,Brown,F,NA,5/13/11,NA,639251,639262,677,HSF01132,1100,RM,HSM01032,HSF01033
643212,Brown.Hood,F,NA,5/11/11,NA,639261,639272,667,HSF01133,1100,TB,HSM01033,HSF01034
643222,Black.Hood,F,NA,5/13/11,NA,639271,639282,679,HSF01134,1100,RB,HSM01034,HSF01035
647992,Brown.Hood,F,NA,12/29/11,NA,639271,639282,830,HSF01134B,1100,RM,HSM01034,HSF01035
643232,Black,F,NA,5/13/11,NA,639281,639292,681,HSF01135,1100,RT,HSM01035,HSF01036
643242,Black,F,NA,5/12/11,NA,639291,639302,669,HSF01136,1100,RT,HSM01036,HSF01037
643252,Black,F,NA,5/18/11,NA,639301,639312,683,HSF01137,1100,RM,HSM01037,HSF01038
647762,Brown,F,NA,12/18/11,NA,639301,639312,826,HSF01137B,1100,RT,HSM01037,HSF01038
643262,Black,F,NA,5/20/11,NA,639311,639322,687,HSF01138,1100,RT,HSM01038,HSF01039
644872,Black.Hood,F,NA,9/5/11,NA,644381,644692,733,HSF01140,1100,RM,HSM01040B,HSF01041B
643292,Black.Hood,F,NA,8/14/11,NA,639341,641212,721,HSF01141,1100,RB,HSM01041,HSF01042
643302,Brown.Hood,F,NA,5/20/11,NA,641211,639362,689,HSF01142,1100,RM,HSM01042,HSF01043
645432,Brown.Hood,F,NA,8/10/11,NA,641211,639362,716,HSF01142B,1100,RT,HSM01042,HSF01043
643312,Albino,F,NA,5/20/11,NA,639361,639372,691,HSF01143,1100,RB,HSM01043,HSF01044
643322,Black.Hood,F,NA,6/1/11,NA,639371,641492,697,HSF01144,1100,RB,HSM01044,HSF01045
643332,Brown.Hood,F,NA,5/29/11,NA,639381,639392,695,HSF01145,1100,RM,HSM01045,HSF01046
643342,Albino,F,NA,5/20/11,NA,639391,640042,685,HSF01146,1100,RB,HSM01046,HSF01001
648442,Brown.Hood,F,NA,1/10/12,NA,641211,639362,833,HSF01142BB,1100,RB,HSM01042,HSF01043
642681,Black,M,NA,4/28/11,NA,640041,638602,626,HSM01101,1100,LM,HSM01001,HSF01002
645531,Black.Hood,M,NA,8/18/11,NA,638601,638612,726,HSM01102,1100,LT,HSM01002,HSF01003
642701,Black.Hood,M,NA,5/1/11,NA,638611,638622,629,HSM01103,1100,LT,HSM01003,HSF01004
642711,Brown,M,NA,5/1/11,NA,638621,638632,638,HSM01104,1100,LM,HSM01004,HSF01005
642721,Black.Hood,M,NA,4/27/11,NA,638631,638642,618,HSM01105,1100,LT,HSM01005,HSF01006
642731,Black,M,NA,5/2/11,NA,638641,638652,643,HSM01106,1100,LT,HSM01006,HSF01007
645351,Black.Hood,M,NA,8/11/11,NA,638641,638652,718,HSM01106B,1100,LT,HSM01006,HSF01007
642741,Albino,M,NA,4/27/11,NA,638651,638662,620,HSM01107,1100,LM,HSM01007,HSF01008
642751,Albino,M,NA,5/1/11,NA,638661,638672,641,HSM01108,1100,LB,HSM01008,HSF01009
642761,Brown,M,NA,4/27/11,NA,638671,638682,622,HSM01109,1100,LB,HSM01009,HSF01010
642771,Black.Hood,M,NA,5/11/11,NA,638681,638692,662,HSM01110,1100,LT,HSM01010,HSF01011
642781,Black.Hood,M,NA,4/27/11,NA,638691,638702,624,HSM01111,1100,LT,HSM01011,HSF01012
642791,Black.Hood,M,NA,4/28/11,NA,638701,638792,627,HSM01112,1100,LB,HSM01012,HSF01013
642801,Black.Hood,M,NA,5/4/11,NA,638791,638802,645,HSM01113,1100,LM,HSM01013,HSF01014
