IDF51,CC,Sex,FamNo,DOB,HomeCage,SireID,DamID,Transpondernumber,SWID,Generation,EarPunch,SireSWID,DamSWID
750851,BRN HOOD,M,NA,NA,NA,745431,745642,NA,WHSM0901,3400,RB,WHSM0816,WHSF0801
750701,BRN HOOD,M,NA,NA,NA,745681,745302,NA,WHSM0902,3400,LT,WHSM0852,WHSF0802
750981,ALBINO,M,NA,NA,NA,745341,745772,NA,WHSM0903,3400,RB,WHSM0860,WHSF0803
750671,ALBINO,M,NA,NA,NA,745911,745952,NA,WHSM0904,3400,LM,WHSM0812,WHSF0804
750711,BLACK,M,NA,NA,NA,745751,745762,NA,WHSM0905,3400,LMRM,WHSM0823,WHSF0805
751971,BRN HOOD,M,NA,NA,NA,745841,745632,NA,WHSM0906,3400,RT,WHSM0824,WHSF0806
751101,BROWN,M,NA,NA,NA,745121,745622,NA,WHSM0907,3400,LM,WHSM0818,WHSF0807
751271,BRN HOOD,M,NA,NA,NA,745051,745833,NA,WHSM0908,3400,LTRT,WHSM0857,WHSF0808
751361,BLACK,M,NA,NA,NA,745931,745372,NA,WHSM0909,3400,LC,WHSM0862,WHSF0809
751301,BROWN,M,NA,NA,NA,745041,745852,NA,WHSM0910,3400,RB,WHSM0813,WHSF0810
750651,BRN HOOD,M,NA,NA,NA,745981,745912,NA,WHSM0912,3400,LM,WHSM0849,WHSF0812
750791,BRN HOOD,M,NA,NA,NA,745301,745042,NA,WHSM0913,3400,LTRM,WHSM0802,WHSF0813
750761,BLACK,M,NA,NA,NA,745411,745062,NA,WHSM0914,3400,LB,WHSM0847,WHSF0814
750681,BRN HOOD,M,NA,NA,NA,745281,745312,NA,WHSM0915,3400,RM,WHSM0817,WHSF0815
750771,BROWN,M,NA,NA,NA,745641,745432,NA,WHSM0916,3400,LT,WHSM0801,WHSF0816
751901,BLK HOOD,M,NA,NA,NA,747632,745282,NA,WHSM0917,3400,LMRB,WHSM0834B,WHSF0817
752971,BROWN ,M,NA,NA,NA,748401,745122,NA,WHSM0918,3400,LCRM,WHSM0861B,WHSF0818
751411,BROWN,M,NA,NA,NA,745441,746582,NA,WHSM0919,3400,LC,WHSM0841,WHSF0819
753931,BROWN,M,NA,NA,NA,745501,745032,NA,WHSM0920,3400,LB,WHSM0855,WHSF0820
751131,BLK HOOD,M,NA,NA,NA,746049,745612,NA,WHSM0921,3400,RB,WHSM0833,WHSF0821
750721,BLK HOOD,M,NA,NA,NA,745741,745512,NA,WHSM0922,3400,LM,WHSM0851,WHSF0822
750781,BLK HOOD,M,NA,NA,NA,745951,745752,NA,WHSM0923,3400,LT,WHSM0804,WHSF0823
751341,ALBINO,M,NA,NA,NA,745371,745842,NA,WHSM0924,3400,LTRT,WHSM0809,WHSF0824
751471,BLK HOOD,M,NA,NA,NA,746381,745132,NA,WHSM0925,3400,LTRM,WHSM0854,WHSF0825
751371,BROWN,M,NA,NA,NA,745671,745092,NA,WHSM0926,3400,LTRT,WHSM0861,WHSF0826
750951,BLACK HOOD,M,NA,NA,NA,745351,745942,NA,WHSM0927,3400,RM,WHSM0845,WHSF0827
751431,BRN HOOD,M,NA,NA,NA,747191,745652,NA,WHSM0928,3400,LMRT,WHSM0849B,WHSF0828
751261,BLACK,M,NA,NA,NA,745071,746092,NA,WHSM0930,3400,RT,WHSM0865,WHSF0830
751701,ALBINO,M,NA,NA,NA,745111,748622,NA,WHSM0931,3400,RC,WHSM0844,WHSF0831
753371,BROWN,M,NA,NA,NA,747521,745082,NA,WHSM0932,3400,LCRC,WHSM0817B,WHSF0832
750811,BLK HOOD,M,NA,NA,NA,746371,7460410,NA,WHSM0933,3400,LB,WHSM0834,WHSF0833
751851,BLACK,M,NA,NA,NA,745421,747631,NA,WHSM0934,3400,LBRB,WHSM0851B,WHSF0834
751571,BRN HOOD,M,NA,NA,NA,747611,745962,NA,WHSM0935,3400,LMRM,WHSM0813B,WHSF0835
750971,ALBINO,M,NA,NA,NA,745101,745382,NA,WHSM0936,3400,RT,WHSM0859,WHSF0836
752811,BLACK,M,NA,NA,NA,745921,745592,NA,WHSM0937,3400,LMRB,WHSM0843,WHSF0837
751421,BLK HOOD,M,NA,NA,NA,746991,745602,NA,WHSM0938,3400,RC,WHSM0853B,WHSF0838
752171,ALBINO,M,NA,NA,NA,745661,745992,NA,WHSM0939,3400,LMRB,WHSM0850,WHSF0839
750661,BLACK,M,NA,NA,NA,745361,745392,NA,WHSM0940,3400,RM,WHSM0863,WHSF0840
750861,ALBINO,M,NA,NA,NA,745131,745442,NA,WHSM0941,3400,LT,WHSM0825,WHSF0841
751911,ALBINO,M,NA,NA,NA,748621,745402,NA,WHSM0942,3400,LTRM,WHSM0831,WHSF0842
