ID.F51,CC,Sex,FamNo,DOB,HomeCage,Sire.ID,Dam.ID,Transpondernumber,SW.ID,Generation,EarPunch,Sire.SW.ID,Dam.SW.ID
631072,Brown hood,F,NA,10-Aug,NA,623511,623522,270,HSF0702,700,RM,HSM0602,HSF0603
630242,Albino,F,NA,24-Jun,NA,623521,623532,217,HSF0703,700,RM,HSM0603,HSF0604
630502,Albino,F,NA,6-Jul,NA,623531,623542,246,HSF0704,700,RM,HSM0604,HSF0605
630512,Black hood,F,NA,6-Jul,NA,623541,623552,247,HSF0705,700,RB,HSM0605,HSF0606
630222,Brown hood,F,NA,29-Jun,NA,623551,623562,231,HSF0706,700,RB,HSM0606,HSF0607
630112,Brown hood,F,NA,21-Jun,NA,623561,623572,210,HSF0707,700,RM,HSM0607,HSF0608
631882,Brown hood,F,NA,21-Sep,NA,623561,623572,282,HSF0707B,700,RT,HSM0607,HSF0608
627092,Albino,F,NA,16-Jan,NA,623571,623582,113,HSF0708,700,RB,HSM0608,HSF0609
630522,Brown hood,F,NA,10-Jul,NA,623581,623592,238,HSF0709,700,RT,HSM0609,HSF0610
630532,Black,F,NA,12-Jul,NA,623591,623602,255,HSF0710,700,RT,HSM0610,HSF0611
630322,Albino,F,NA,6-Jul,NA,626031,623612,249,HSF0711,700,RT,HSM0611,HSF0612
630262,Brown hood,F,NA,26-Jun,NA,623611,623832,223,HSF0712,700,RM,HSM0612,HSF0613
630132,Brown hood,F,NA,21-Jun,NA,623841,628022,215,HSF0714,700,RT,HSM0614,HSF0639B
630142,Albino,F,NA,21-Jun,NA,623851,623862,212,HSF0715,700,RB,HSM0615,HSF0616
632862,Albino,F,NA,11-Nov,NA,623851,623862,348,HSF0715B,700,RM,HSM0615,HSF0616
631462,Black hood,F,NA,31-Aug,NA,623861,623872,278,HSF0716,700,RB,HSM0616,HSF0617
627402,Black hood,F,NA,21-Jan,NA,623871,623882,117,HSF0717,700,RM,HSM0617,HSF0618
627412,Brown,F,NA,6-Feb,NA,623881,623892,165,HSF0718,700,RB,HSM0618,HSF0619
630542,Albino,F,NA,10-Jul,NA,623891,628222,240,HSF0719,700,RM,HSM0619,HSF0620B
631232,Brown,F,NA,17-Aug,NA,623901,623912,276,HSF0720,700,RM,HSM0620,HSF0621
630552,Brown,F,NA,12-Jul,NA,623911,623922,257,HSF0721,700,RM,HSM0621,HSF0622
630562,Brown,F,NA,10-Jul,NA,623921,624022,243,HSF0722,700,RB,HSM0622,HSF0632
631472,Black,F,NA,31-Aug,NA,623921,623912,280,HSF0722b,700,RT,HSM0622,HSF0621
630572,Albino,F,NA,8-Jul,NA,623931,623942,252,HSF0723,700,RB,HSM0623,HSF0624
630332,Brown hood,F,NA,3-Jul,NA,623941,623952,233,HSF0724,700,RT,HSM0624,HSF0625
630272,Albino,F,NA,26-Jun,NA,623951,623962,225,HSF0725,700,RB,HSM0625,HSF0626
631122,Brown,F,NA,31-Jul,NA,623961,623972,265,HSF0726,700,RM,HSM0626,HSF0627
631131,Black,F,NA,7-Aug,NA,623971,623982,268,HSF0727,700,RT,HSM0627,HSF0628
631252,Black,F,NA,10-Aug,NA,623981,625502,272,HSF0728,700,RB,HSM0628,HSF0629
630192,Brown,F,NA,21-Jun,NA,625501,624002,208,HSF0729,700,RT,HSM0629,HSF0630
630732,Brown hood,F,NA,10-Jul,NA,624001,624012,245,HSF0730,700,RT,HSM0630,HSF0631
631142,Brown,F,NA,10-Aug,NA,624011,624022,274,HSF0731,700,RT,HSM0631,HSF0632
630582,Black hood,F,NA,7-Jul,NA,624021,625742,236,HSF0732,700,RB,HSM0632,HSF0633
627562,Black,F,NA,29-Jan,NA,625741,624042,140,HSF0733,700,RB,HSM0633,HSF0634
627572,Brown,F,NA,28-Jan,NA,624041,624052,138,HSF0734,700,RM,HSM0634,HSF0635
627582,Brown hood,F,NA,2-Feb,NA,624051,624062,152,HSF0735,700,RB,HSM0635,HSF0636
627592,Brown,F,NA,29-Jan,NA,624061,624182,NA,HSF0736,700,RT,HSM0636,HSF0637
630602,Black,F,NA,13-Jul,NA,624181,625542,259,HSF0737,700,RB,HSM0637,HSF0638
630292,Brown,F,NA,27-Jun,NA,625541,624202,235,HSF0738,700,RM,HSM0638,HSF0639
631062,Black hood,F,NA,29-Jul,NA,624201,625672,263,HSF0739,700,RT,HSM0639,HSF0640
627792,Black hood,F,NA,4-Feb,NA,625671,624222,159,HSF0740,700,RB,HSM0640,HSF0641
630302,Black,F,NA,24-Jun,NA,624221,624232,221,HSF0741,700,RT,HSM0641,HSF0642
630312,Black,F,NA,26-Jun,NA,624231,625172,227,HSF0742,700,RT,HSM0642,HSF0643
631412,Black hood,F,NA,9-Aug,NA,625171,624252,275,HSF0743,700,RM,HSM0643,HSF0644
630612,Brown hood,F,NA,7-Jul,NA,624261,624272,250,HSF0745,700,RM,HSM0645,HSF0646
627852,Albino,F,NA,19-Feb,NA,624271,623502,179,HSF0746,700,RM,HSM0646,HSF0601
629203,Albino,M,NA,19-Apr,NA,623511,623522,NA,HSM0702,700,LT,HSM0602,HSF0603
630241,Black hood,M,NA,24-Jun,NA,623521,623532,216,HSM0703,700,LB,HSM0603,HSF0604
630971,Albino,M,NA,30-Jul,NA,623531,623542,266,HSM0704,700,LB,HSM0604,HSF0605
631301,Black hood,M,NA,20-Aug,NA,623541,623552,277,HSM0705,700,LM,HSM0605,HSF0606
630221,Black hood,M,NA,29-Jun,NA,623551,623562,230,HSM0706,700,LT,HSM0606,HSF0607
630111,Brown hood,M,NA,21-Jun,NA,623561,623572,209,HSM0707,700,LM,HSM0607,HSF0608
631881,Albino,M,NA,21-Sep,NA,623561,623572,281,HSM0707B,700,LM,HSM0607,HSF0608
627091,Brown,M,NA,16-Jan,NA,623571,623582,112,HSM0708,700,LB,HSM0608,HSF0609
630521,Brown hood,M,NA,10-Jul,NA,623581,623592,237,HSM0709,700,LT,HSM0609,HSF0610
630531,Black,M,NA,12-Jul,NA,623591,623602,254,HSM0710,700,LM,HSM0610,HSF0611
630321,Albino,M,NA,6-Jul,NA,626031,623612,248,HSM0711,700,LM,HSM0611,HSF0612
630261,Brown hood,M,NA,26-Jun,NA,623611,623832,222,HSM0712,700,LB,HSM0612,HSF0613
630251,Brown hood,M,NA,24-Jun,NA,623831,623842,218,HSM0713,700,LT,HSM0613,HSF0614
630131,Black hood,M,NA,21-Jun,NA,623841,628022,214,HSM0714,700,LM,HSM0614,HSF0639B
632861,Albino,M,NA,11-Nov,NA,623851,623862,347,HSM0715B,700,LM,HSM0615,HSF0616
627391,Black hood,M,NA,22-Jan,NA,623861,623872,120,HSM0716,700,LT,HSM0616,HSF0617
627401,Albino,M,NA,21-Jan,NA,623871,623882,116,HSM0717,700,LM,HSM0617,HSF0618
631101,Black,M,NA,8-Aug,NA,623881,623892,269,HSM0718,700,LT,HSM0618,HSF0619
630541,Albino,M,NA,10-Jul,NA,623891,628222,239,HSM0719,700,LM,HSM0619,HSF0620B
629123,Brown,M,NA,8-Apr,NA,623901,623912,NA,HSM0720,700,RT,HSM0620,HSF0621
630551,Brown,M,NA,12-Jul,NA,623911,623922,256,HSM0721,700,LB,HSM0621,HSF0622
630561,Black,M,NA,10-Jul,NA,623921,623932,241,HSM0722,700,LB,HSM0622,HSF0623
631471,Brown hood,M,NA,31-Aug,NA,623921,624022,279,HSM0722b,700,LB,HSM0622,HSF0632
630571,Albino,M,NA,8-Jul,NA,623931,623942,251,HSM0723,700,LB,HSM0623,HSF0624
630331,Black hood,M,NA,3-Jul,NA,623941,623952,232,HSM0724,700,LM,HSM0624,HSF0625
630271,Albino,M,NA,26-Jun,NA,623951,623962,224,HSM0725,700,LT,HSM0625,HSF0626
631121,Brown,M,NA,31-Jul,NA,623961,623972,264,HSM0726,700,LM,HSM0626,HSF0627
630181,Brown,M,NA,21-Jun,NA,623971,623982,213,HSM0727,700,LT,HSM0627,HSF0628
629643,Black,M,NA,12-May,NA,623981,625502,NA,HSM0728,700,RB,HSM0628,HSF0629
630191,Brown hood,M,NA,21-Jun,NA,625501,624002,207,HSM0729,700,LT,HSM0629,HSF0630
630731,Brown hood,M,NA,10-Jul,NA,624001,624012,244,HSM0730,700,LT,HSM0630,HSF0631
631141,Black,M,NA,10-Aug,NA,624011,624022,273,HSM0731,700,LB,HSM0631,HSF0632
627551,Albino,M,NA,30-Jan,NA,624021,625742,144,HSM0732,700,LM,HSM0632,HSF0633
627561,Black hood,M,NA,29-Jan,NA,625741,624042,139,HSM0733,700,LB,HSM0633,HSF0634
630591,Black,M,NA,8-Jul,NA,624041,628412,253,HSM0734,700,LT,HSM0634,HSF0635B
630751,Albino,M,NA,20-Jul,NA,624051,624062,261,HSM0735,700,LB,HSM0635,HSF0636
627591,Albino,M,NA,29-Jan,NA,624061,624182,142,HSM0736,700,LT,HSM0636,HSF0637
630601,Brown,M,NA,13-Jul,NA,624181,625542,258,HSM0737,700,LT,HSM0637,HSF0638
630291,Brown,M,NA,27-Jun,NA,625541,624202,234,HSM0738,700,LB,HSM0638,HSF0639
631061,Albino,M,NA,29-Jul,NA,624201,625672,262,HSM0739,700,LT,HSM0639,HSF0640
629993,Black hood,M,NA,8-Jun,NA,625671,624222,NA,HSM0740,700,LT,HSM0640,HSF0641
630301,Black hood,M,NA,24-Jun,NA,624221,624232,220,HSM0741,700,LM,HSM0641,HSF0642
630311,Black hood,M,NA,26-Jun,NA,624231,625172,226,HSM0742,700,LM,HSM0642,HSF0643
630781,Black hood,M,NA,17-Jul,NA,625171,624252,260,HSM0743,700,LM,HSM0643,HSF0644
627841,Brown hood,M,NA,5-Feb,NA,624261,624272,162,HSM0745,700,LM,HSM0645,HSF0646
627851,Black hood,M,NA,19-Feb,NA,624271,623502,178,HSM0746,700,LM,HSM0646,HSF0601
630231,Albino,M,NA,28-Jun,NA,623501,623512,229,HSM0701,700,LB,HSM0601,HSF0602
630141,Albino,M,NA,21-Jun,NA,623851,623862,211,HSM0715,700,LB,HSM0615,HSF0616
627022,Black hood,F,NA,9-Feb,NA,623501,623512,171,HSF0701,700,RB,HSM0601,HSF0602
630252,Brown hood,F,NA,24-Jun,NA,623831,623842,219,HSF0713,700,RB,HSM0613,HSF0614
