IDF51,CC,Sex,FamNo,DOB,HomeCage,SireID,DamID,Transpondernumber,SWID,Generation,EarPunch,SireSWID,DamSWID
723911,NA,M,NA,NA,NA,717712,718203,NA,HSM0201,2700,NA,NA,NA
723862,NA,M,NA,NA,NA,717992,718223,NA,HSM0202,2700,NA,NA,NA
723931,NA,M,NA,NA,NA,717964,718232,NA,HSM0203,2700,NA,NA,NA
723622,NA,M,NA,NA,NA,717952,718243,NA,HSM0204,2700,NA,NA,NA
723872,NA,M,NA,NA,NA,718124,718212,NA,HSM0205,2700,NA,NA,NA
723701,NA,M,NA,NA,NA,718282,718393,NA,HSM0206,2700,NA,NA,NA
723131,NA,M,NA,NA,NA,718322,718343,NA,HSM0207,2700,NA,NA,NA
723712,NA,M,NA,NA,NA,718242,718373,NA,HSM0208,2700,NA,NA,NA
723771,NA,M,NA,NA,NA,717722,717943,NA,HSM0209,2700,NA,NA,NA
723801,NA,M,NA,NA,NA,718342,718193,NA,HSM0210,2700,NA,NA,NA
723841,NA,M,NA,NA,NA,718301,718653,NA,HSM0212,2700,NA,NA,NA
723191,NA,M,NA,NA,NA,718351,718323,NA,HSM0213,2700,NA,NA,NA
724131,NA,M,NA,NA,NA,718064,717713,NA,HSM0214,2700,NA,NA,NA
723971,NA,M,NA,NA,NA,717942,717953,NA,HSM0215,2700,NA,NA,NA
723981,NA,M,NA,NA,NA,718272,717723,NA,HSM0216,2700,NA,NA,NA
724071,NA,M,NA,NA,NA,718292,718065,NA,HSM0217,2700,NA,NA,NA
724112,NA,M,NA,NA,NA,718652,718125,NA,HSM0218,2700,NA,NA,NA
724051,NA,M,NA,NA,NA,718362,717993,NA,HSM0219,2700,NA,NA,NA
725031,NA,M,NA,NA,NA,718372,718283,NA,HSM0220,2700,NA,NA,NA
724021,NA,M,NA,NA,NA,718202,718363,NA,HSM0221,2700,NA,NA,NA
724042,NA,M,NA,NA,NA,718222,718043,NA,HSM0222,2700,NA,NA,NA
724001,NA,M,NA,NA,NA,718231,718383,NA,HSM0223,2700,NA,NA,NA
724092,NA,M,NA,NA,NA,718192,717965,NA,HSM0224,2700,NA,NA,NA
723951,NA,M,NA,NA,NA,718392,718293,NA,HSM0225,2700,NA,NA,NA
723331,NA,M,NA,NA,NA,722101,722582,NA,HSM0226,2700,NA,NA,NA
723341,NA,M,NA,NA,NA,722531,722502,NA,HSM0227,2700,NA,NA,NA
723354,NA,M,NA,NA,NA,722611,722572,NA,HSM0228,2700,NA,NA,NA
723361,NA,M,NA,NA,NA,722272,722652,NA,HSM0229,2700,NA,NA,NA
723371,NA,M,NA,NA,NA,722332,722662,NA,HSM0230,2700,NA,NA,NA
723381,NA,M,NA,NA,NA,722762,722203,NA,HSM0231,2700,NA,NA,NA
723392,NA,M,NA,NA,NA,722442,722783,NA,HSM0232,2700,NA,NA,NA
723402,NA,M,NA,NA,NA,722821,722134,NA,HSM0233,2700,NA,NA,NA
723411,NA,M,NA,NA,NA,722452,722243,NA,HSM0234,2700,NA,NA,NA
723421,NA,M,NA,NA,NA,722402,722433,NA,HSM0235,2700,NA,NA,NA
724482,NA,M,NA,NA,NA,722571,722612,NA,HSM0236,2700,NA,NA,NA
724572,NA,M,NA,NA,NA,722581,722102,NA,HSM0237,2700,NA,NA,NA
724542,NA,M,NA,NA,NA,722242,722273,NA,HSM0238,2700,NA,NA,NA
724552,NA,M,NA,NA,NA,722661,722822,NA,HSM0239,2700,NA,NA,NA
724465,NA,M,NA,NA,NA,722432,722532,NA,HSM0240,2700,NA,NA,NA
724652,NA,M,NA,NA,NA,722501,722763,NA,HSM0241,2700,NA,NA,NA
724471,NA,M,NA,NA,NA,722202,722333,NA,HSM0242,2700,NA,NA,NA
723501,NA,M,NA,NA,NA,722782,722443,NA,HSM0243,2700,NA,NA,NA
723515,NA,M,NA,NA,NA,722133,722453,NA,HSM0244,2700,NA,NA,NA
724761,NA,M,NA,NA,NA,722651,722403,NA,HSM0245,2700,NA,NA,NA
733122,NA,M,NA,NA,NA,733102,733111,NA,NA,2700,NA,NA,NA
733231,NA,M,NA,NA,NA,733201,733062,NA,NA,2700,NA,NA,NA
733301,NA,M,NA,NA,NA,733071,733081,NA,NA,2700,NA,NA,NA
733351,NA,M,NA,NA,NA,733331,733281,NA,NA,2700,NA,NA,NA
733441,NA,M,NA,NA,NA,733222,733431,NA,NA,2700,NA,NA,NA
733501,NA,M,NA,NA,NA,733481,733491,NA,NA,2700,NA,NA,NA
733561,NA,M,NA,NA,NA,733392,733551,NA,NA,2700,NA,NA,NA
723912,NA,F,NA,NA,NA,717712,718203,NA,HSF0201,2700,NA,NA,NA
723861,NA,F,NA,NA,NA,717992,718223,NA,HSF0202,2700,NA,NA,NA
723932,NA,F,NA,NA,NA,717964,718232,NA,HSF0203,2700,NA,NA,NA
723621,NA,F,NA,NA,NA,717952,718243,NA,HSF0204,2700,NA,NA,NA
723871,NA,F,NA,NA,NA,718124,718212,NA,HSF0205,2700,NA,NA,NA
723702,NA,F,NA,NA,NA,718282,718393,NA,HSF0206,2700,NA,NA,NA
723132,NA,F,NA,NA,NA,718322,718343,NA,HSF0207,2700,NA,NA,NA
723711,NA,F,NA,NA,NA,718242,718373,NA,HSF0208,2700,NA,NA,NA
723772,NA,F,NA,NA,NA,717722,717943,NA,HSF0209,2700,NA,NA,NA
723802,NA,F,NA,NA,NA,718342,718193,NA,HSF0210,2700,NA,NA,NA
723842,NA,F,NA,NA,NA,718301,718653,NA,HSF0212,2700,NA,NA,NA
723192,NA,F,NA,NA,NA,718351,718323,NA,HSF0213,2700,NA,NA,NA
724141,NA,F,NA,NA,NA,718064,717713,NA,HSF0214,2700,NA,NA,NA
723972,NA,F,NA,NA,NA,717942,717953,NA,HSF0215,2700,NA,NA,NA
723982,NA,F,NA,NA,NA,718272,717723,NA,HSF0216,2700,NA,NA,NA
724072,NA,F,NA,NA,NA,718292,718065,NA,HSF0217,2700,NA,NA,NA
