ID.F51,CC,Sex,FamNo,DOB,HomeCage,Sire.ID,Dam.ID,Transpondernumber,SW.ID,Generation,EarPunch,Sire.SW.ID,Dam.SW.ID
414521,NA,M,NA,9/18/05,NA,NA,NA,0006717C0F,HSM0001,0,NA,,
447111,Black,M,NA,11/25/05,NA,NA,NA,0006717CB5,HSM0002,0,NA,,
447112,Black and white,M,NA,11/25/05,NA,NA,NA,000673178C,HSM0002b,0,RLT,,
414591,NA,M,NA,10/2/05,NA,NA,NA,000672F96F,HSM0003,0,NA,,
414581,NA,M,NA,9/27/05,NA,NA,NA,6732661,HSM0004,0,NA,,
414561,NA,M,NA,9/27/05,NA,NA,NA,000671463F,HSM0005,0,NA,,
414471,NA,M,NA,9/19/05,NA,NA,NA,6717886,HSM0006,0,NA,,
414541,NA,M,NA,9/18/05,NA,NA,NA,6732760,HSM0007,0,NA,,
414611,NA,M,NA,10/21/05,NA,NA,NA,000673080C,HSM0008,0,NA,,
414571,NA,M,NA,9/27/05,NA,NA,NA,00067153D7,HSM0009,0,NA,,
414551,NA,M,NA,9/19/05,NA,NA,NA,0006716AA7,HSM0010,0,NA,,
414281,NA,M,NA,9/19/05,NA,NA,NA,000672FBBC,HSM0011,0,NA,,
414511,NA,M,NA,9/19/05,NA,NA,NA,6715971,HSM0012,0,NA,,
414491,NA,M,NA,9/19/05,NA,NA,NA,6.72E+81,HSM0013,0,NA,,
414601,NA,M,NA,10/8/05,NA,NA,NA,00067168DF,HSM0014,0,NA,,
414461,NA,M,NA,9/19/05,NA,NA,NA,0006714C7C,HSM0015,0,NA,,
414451,NA,M,NA,9/19/05,NA,NA,NA,000671695D,HSM0016,0,NA,,
414452,NA,M,NA,9/19/05,NA,NA,NA,000672F4F3,HSM0016B,0,NA,,
414641,NA,M,NA,10/28/05,NA,NA,NA,6731280,HSM0017,0,NA,,
414501,NA,M,NA,9/19/05,NA,NA,NA,00067148C7,HSM0018,0,NA,,
414481,NA,M,NA,9/19/05,NA,NA,NA,0006715C0C,HSM0019,0,NA,,
447121,Brown and white,M,NA,11/22/05,NA,NA,NA,000672FB45,HSM0020,0,RT,,
414631,NA,M,NA,10/16/05,NA,NA,NA,6731433,HSM0021,0,NA,,
447131,Black and white,M,NA,12/2/05,NA,NA,NA,6731395,HSM0022,0,RLT,,
414621,NA,M,NA,10/3/05,NA,NA,NA,0006717FCA,HSM0023,0,NA,,
414531,NA,M,NA,9/18/05,NA,NA,NA,6730956,HSM0024,0,NA,,
447141,Black and white,M,NA,12/22/05,NA,NA,NA,6732709,HSM0025,0,NA,,
447161,Brown and white,M,NA,1/13/06,NA,NA,NA,6717282,HSM0026,0,NA,,
