ID.F51,CC,Sex,FamNo,DOB,HomeCage,Sire.ID,Dam.ID,Transpondernumber,SW.ID,Generation,EarPunch,Sire.SW.ID,Dam.SW.ID
579182,Brown hood,F,NA,2/15/08,NA,567331,572492,0006CBB049,HSF0501,500,RT,HSM0401B,HSF0402
602072,Brown hood,F,NA,2/23/08,NA,572491,572502,0006CBA074,HSF0502,500,RM,HSM0402,HSF0403
579102,Black hood,F,NA,2/12/08,NA,572501,572512,0006C67FD5,HSF0503,500,LT,HSM0403,HSF0404
579092,Albino,F,NA,3/2/08,NA,572511,559792,0006C67131,HSF0504,500,LT,HSM0404,HSF0405
578072,Black,F,NA,1/29/08,NA,559791,572522,0006C66C85,HSF0505,500,RB,HSM0405,HSF0406
578062,Brown hood,F,NA,2/12/08,NA,572521,559812,0006CBBACF,HSF0506,500,LB,HSM0406,HSF0407
579132,Black hood,F,NA,2/4/08,NA,559811,575632,0006CB935D,HSF0507,500,LT,HSM0407,HSF0408
579122,Black hood,F,NA,2/8/08,NA,575631,572232,0006C6584E,HSF0508,500,RM,HSM0408,HSF0409
622982,Brown hood,F,NA,5/1/08,NA,575631,572232,0006C65C0C,HSF0508B,500,LT,HSM0408,HSF0409
578092,Albino,F,NA,2/12/08,NA,572231,572532,0006CBA7B7,HSF0509,500,RM,HSM0409,HSF0410
578102,Albino,F,NA,2/18/08,NA,572531,572542,0006CBA5C9,HSF0510,500,RM,HSM0410,HSF0411
599622,Brown,F,NA,2/17/08,NA,572541,572182,0006C69002,HSF0511,500,LT,HSM0411,HSF0412
577482,Black,F,NA,2/15/08,NA,572181,562682,0006C67022,HSF0512,500,LM,HSM0412,HSF0413
572572,Brown hood,F,NA,1/29/08,NA,562681,562692,0006CBC128,HSF0513,500,LM,HSM0413,HSF0414
599612,Brown hood,F,NA,2/13/08,NA,562691,562702,0006C67D1B,HSF0514,500,RB,HSM0414,HSF0415
579152,Black hood,F,NA,1/18/08,NA,562701,568682,0006CB8BB1,HSF0515,500,RT,HSM0415,HSF0416
579142,Black hood,F,NA,2/20/08,NA,568681,562722,0006CBB2AC,HSF0516,500,LB,HSM0416,HSF0417
580412,Black hood,F,NA,1/25/08,NA,562721,568712,0006C68444,HSF0517,500,LT,HSM0417,HSF0418B
580962,Black hood,F,NA,3/1/08,NA,568711,568722,0006CB9829,HSF0518,500,LM,HSM0418B,HSF0419B
580952,Black,F,NA,3/10/08,NA,568721,562752,0006CB9CF4,HSF0519,500,RB,HSM0419B,HSF0420
572412,Albino,F,NA,1/25/08,NA,562751,562762,0006CBBB30,HSF0520,500,RT,HSM0420,HSF0421
572422,Black,F,NA,1/17/08,NA,562761,562772,0006C664B2,HSF0521,500,RM,HSM0421,HSF0422
579112,Black,F,NA,2/20/08,NA,572561,562792,0006CB8FB7,HSF0523,500,RM,HSM0423,HSF0424
574622,Brown,F,NA,1/29/08,NA,562791,563222,0006CB9EE5,HSF0524,500,RT,HSM0424,HSF0425
576042,Black hood,F,NA,2/10/08,NA,563221,563232,0006C66D06,HSF0525,500,LT,HSM0425,HSF0426
580982,Brown,F,NA,1/28/08,NA,563231,569862,0006C679A4,HSF0526,500,RM,HSM0426,HSF0427B
580972,Brown,F,NA,2/28/08,NA,569861,563252,0006CBB931,HSF0527,500,RB,HSM0427B,HSF0428
574612,Black,F,NA,1/28/08,NA,563251,563262,0006CBBEDF,HSF0528,500,LT,HSM0428,HSF0429
574602,Black hood,F,NA,2/4/08,NA,563261,563272,0006C65D81,HSF0529,500,LT,HSM0429,HSF0430
581012,Black hood,F,NA,1/28/08,NA,563271,569912,0006CBB769,HSF0530,500,LB,HSM0430,HSF0431
578112,Black,F,NA,3/15/08,NA,563291,563302,0006C65FD5,HSF0532,500,LT,HSM0432,HSF0433
579172,Albino,F,NA,1/31/08,NA,563301,563312,0006C67E81,HSF0533,500,RM,HSM0433,HSF0434
579162,Black hood,F,NA,2/25/08,NA,563311,563322,0006C66BC1,HSF0534,500,LM,HSM0434,HSF0435
574632,Black,F,NA,2/12/08,NA,563321,563332,0006CBA560,HSF0535,500,LT,HSM0435,HSF0436
576352,Brown hood,F,NA,2/15/08,NA,563331,565242,0006C66889,HSF0536,500,RB,HSM0436,HSF0437
586882,Brown,F,NA,2/23/08,NA,565241,572152,0006C659D7,HSF0537,500,RT,HSM0437,HSF0438B
586872,Brown,F,NA,3/26/08,NA,572151,565262,0006CBA52C,HSF0538,500,RB,HSM0438B,HSF0439
576372,Black,F,NA,2/6/08,NA,565261,565272,0006C6684F,HSF0539,500,RB,HSM0439,HSF0440
576362,Albino,F,NA,2/10/08,NA,565271,565282,0006C667C4,HSF0540,500,RM,HSM0440,HSF0441
576052,Black,F,NA,2/7/08,NA,565281,565292,0006CBB4DB,HSF0541,500,LT,HSM0441,HSF0442
576062,Brown,F,NA,2/8/08,NA,565291,565302,0006CB94A1,HSF0542,500,LT,HSM0442,HSF0443
576072,Black,F,NA,2/15/08,NA,565301,565312,0006C66435,HSF0543,500,LM,HSM0443,HSF0444
579212,Black,F,NA,2/4/08,NA,565311,565322,0006CBB743,HSF0544,500,RB,HSM0444,HSF0445
623252,Black,F,NA,5/15/08,NA,565311,565322,0006E177D7,HSF0544B,500,LM,HSM0444,HSF0445
579202,Black hood,F,NA,3/13/08,NA,565321,565332,0006CBB07C,HSF0545,500,LB,HSM0445,HSF0446
579192,Albino,F,NA,2/8/08,NA,565331,567332,0006C669C3,HSF0546,500,RM,HSM0446,HSF0401B
579181,Brown hood,M,NA,2/15/08,NA,567331,572492,0006CBBC22,HSM0501,500,LB,HSM0401B,HSF0402
577491,Brown hood,M,NA,1/29/08,NA,572491,572502,0006C689B2,HSM0502,500,RT,HSM0402,HSF0403
579101,Black hood,M,NA,2/12/08,NA,572501,572512,0006CBA016,HSM0503,500,RB,HSM0403,HSF0404
579091,Albino,M,NA,3/2/08,NA,572511,559792,0006C65C31,HSM0504,500,RT,HSM0404,HSF0405
578071,Black,M,NA,1/29/08,NA,559791,572522,0006CBA874,HSM0505,500,RM,HSM0405,HSF0406
578061,Black,M,NA,2/12/08,NA,572521,559812,0006CBB063,HSM0506,500,LM,HSM0406,HSF0407
579131,Brown hood,M,NA,2/4/08,NA,559811,575632,0006C66920,HSM0507,500,RB,HSM0407,HSF0408
579121,Brown,M,NA,2/8/08,NA,575631,572232,0006C690DC,HSM0508,500,RT,HSM0408,HSF0409
622981,Brown,M,NA,5/1/08,NA,575631,572232,0006CBA124,HSM0508B,500,RT,HSM0408,HSF0409
578091,Brown hood,M,NA,2/12/08,NA,572231,572532,0006C6782C,HSM0509,500,RT,HSM0409,HSF0410
578101,Brown hood,M,NA,2/18/08,NA,572531,572542,0006CB9613,HSM0510,500,RT,HSM0410,HSF0411
599621,Albino,M,NA,2/17/08,NA,572541,572182,0006C67109,HSM0511,500,RB,HSM0411,HSF0412
577481,Brown hood,M,NA,2/15/08,NA,572181,562682,0006CB941C,HSM0512,500,LT,HSM0412,HSF0413
572571,Brown,M,NA,1/29/08,NA,562681,562692,0006CBAA7D,HSM0513,500,LT,HSM0413,HSF0414
599611,Brown hood,M,NA,2/13/08,NA,562691,562702,0006C66F93,HSM0514,500,RM,HSM0414,HSF0415
602081,Black hood,M,NA,2/25/08,NA,562701,568682,0006CBAC75,HSM0515,500,RB,HSM0415,HSF0416
579141,Black hood,M,NA,2/20/08,NA,568681,562722,0006CBB939,HSM0516,500,LM,HSM0416,HSF0417
580411,Black hood,M,NA,1/25/08,NA,562721,568712,0006C6884F,HSM0517,500,RB,HSM0417,HSF0418B
580961,Black hood,M,NA,3/1/08,NA,568711,568722,0006C685B1,HSM0518,500,RM,HSM0418B,HSF0419B
580951,Brown,M,NA,3/10/08,NA,568721,562752,0006CBA704,HSM0519,500,RB,HSM0419B,HSF0420
572411,Brown,M,NA,1/25/08,NA,562751,562762,0006C65B62,HSM0520,500,LM,HSM0420,HSF0421
