IDF51,CC,Sex,FamNo,DOB,HomeCage,SireID,DamID,Transpondernumber,SWID,Generation,EarPunch,SireSWID,DamSWID
658792,Black Hood,F,NA,8/9/13,NA,654551,654562,1109,HSF01501,1500,RB,HSM01401,HSF01402
658802,Brown Hood,F,NA,8/21/13,NA,654561,654572,1135,HSF01502,1500,RB,HSM01402,HSF01403
658812,Brown Hood,F,NA,8/26/13,NA,654571,654582,1151,HSF01503,1500,RT,HSM01403,HSF01404
663571,Brown Hood,F,NA,2/10/14,NA,654581,654592,1216,HSF01504,1500,RT,HSM01404,HSF01405
658832,Brown Hood,F,NA,8/8/13,NA,654591,655112,1105,HSF01505,1500,RT,HSM01405,HSF01406
658842,Albino,F,NA,8/8/13,NA,655111,655122,1107,HSF01506,1500,RM,HSM01406,HSF01407
658852,Black Hood,F,NA,8/7/13,NA,655121,655132,1097,HSF01507,1500,RT,HSM01407,HSF01408
658862,Black,F,NA,8/7/13,NA,655131,654601,1101,HSF01508,1500,RM,HSM01408,HSF01409
659502,Black Hood,F,NA,9/29/13,NA,658661,658992,1189,HSF01509,1500,RT,HSM01409,HSF01410
658872,Black,F,NA,8/10/13,NA,654611,654622,1115,HSF01510,1500,RB,HSM01410,HSF01411
658882,Black Hood,F,NA,8/7/13,NA,654621,654632,1103,HSF01511,1500,RB,HSM01411,HSF01412
658892,Black Hood,F,NA,8/9/13,NA,654631,654642,1111,HSF01512,1500,RT,HSM01412,HSF01413
658902,Albino,F,NA,8/9/13,NA,654641,654652,1113,HSF01513,1500,RM,HSM01413,HSF01414
659052,Brown Hood,F,NA,8/29/13,NA,654651,654662,1161,HSF01514,1500,RT,HSM01414,HSF01415
659062,Brown,F,NA,8/14/13,NA,654661,655842,1119,HSF01515,1500,RT,HSM01415,HSF01416
659512,Brown Hood,F,NA,11/17/13,NA,658471,656432,1208,HSF01516,1500,RM,HSM01416,HSF01417
660832,Black,F,NA,9/1/13,NA,656431,658492,1190,HSF01517,1500,RM,HSM01417,HSF01418
659072,Black,F,NA,8/14/13,NA,654831,654842,1121,HSF01518,1500,RM,HSM01418,HSF01419
659082,Brown Hood,F,NA,8/15/13,NA,654841,654852,1123,HSF01519,1500,RB,HSM01419,HSF01420
659092,Brown Hood,F,NA,8/16/13,NA,654851,654862,1125,HSF01520,1500,RT,HSM01420,HSF01421
659102,Black Hood,F,NA,8/16/13,NA,654861,654872,1127,HSF01521,1500,RM,HSM01421,HSF01422
659112,Black,F,NA,9/9/13,NA,654871,654882,1180,HSF01522,1500,RT,HSM01422,HSF01423
659122,Black Hood,F,NA,8/31/13,NA,654881,654892,1167,HSF01523,1500,RB,HSM01423,HSF01424
660282,Black Hood,F,NA,9/6/13,NA,654891,654902,1174,HSF01524,1500,RM,HSM01424,HSF01425
659142,Black Hood,F,NA,8/19/13,NA,654901,654912,1131,HSF01525,1500,RT,HSM01425,HSF01426
659152,Black,F,NA,8/20/13,NA,654911,654922,1133,HSF01526,1500,RM,HSM01426,HSF01427
659162,Black Hood,F,NA,8/18/13,NA,654921,654992,1129,HSF01527,1500,RB,HSM01427,HSF01428
